Transcript	Gene	log2fc	pvalue	FDR
XM_078041789.1	Map2k6	-1.8609424636059209	7.817981209425614e-09	1.5361176419173852e-08
XM_005329733.5	Klf4	NA	NA	NA
XM_078044840.1	Dip2a	NA	NA	NA
XM_005337120.4	Smchd1	NA	NA	NA
XM_005341921.5	Gpx5	NA	NA	NA
XM_078046382.1	LOC144377079	NA	NA	NA
XM_078039227.1	LOC101977193	NA	NA	NA
XM_005340890.3	LOC101959492	NA	NA	NA
XR_013437829.1	Deup1	NA	NA	NA
XM_078030423.1	Afg3l2	-2.701929547035869	1.802219573932256e-102	3.2042717543035186e-101
XM_078045171.1	LOC101963968	-1.8585920217941492	0.10072247276492205	0.12491831597993996
XM_078040182.1	Gsap	NA	NA	NA
XR_013430660.1	LOC110599253	NA	NA	NA
XR_013425388.1	LOC144366338	NA	NA	NA
XR_013425928.1	LOC144366785	NA	NA	NA
XR_013430316.1	LOC144370333	NA	NA	NA
XM_021723672.3	Gtf3c4	-0.2700999508345365	0.46634417602420697	0.5185964703585255
XM_078023553.1	Adap1	NA	NA	NA
XM_078025055.1	Plch2	NA	NA	NA
XM_078028466.1;XM_040270726.2;XM_040270724.2	Znf2	NA	NA	NA
XM_078052486.1;XM_078052485.1;XM_078052483.1;XM_078052482.1	Ncaph2	NA	NA	NA
XR_013438439.1	LOC144377427	NA	NA	NA
XR_013424782.1	LOC144366000	NA	NA	NA
XM_005321420.5	Mrpl18	-1.6306987816741245	9.365251334139763e-39	4.6321380981492104e-38
XM_005331547.3	Osbp	0.9637552678130146	3.891901296835705e-11	8.417628520185053e-11
XM_005325064.2	Hoxc10	NA	NA	NA
XM_005330195.3	Lpar6	NA	NA	NA
XM_078032609.1	Pmfbp1	NA	NA	NA
XM_040280528.2	Smug1	NA	NA	NA
XM_078038031.1	Snrk	-1.9976811893447834	5.045306113409484e-27	1.836448642552047e-26
XM_005331970.4	Rps15	-3.080802372504664	7.951792487245353e-77	9.189672490788643e-76
XM_078015265.1	LOC120888567	NA	NA	NA
