Transcript	Gene	log2fc	pvalue	FDR
XM_078032544.1	Midn	-4.53531071573583	1.2245256062451693e-231	1.2579122445692898e-229
XM_078020474.1	LOC106145546	-3.1752688514486924	3.5681351744346106e-231	3.634357344197422e-229
XM_078017160.1	Sub1	-3.423729412170627	7.950331254020016e-231	8.029834566560215e-229
XM_005323378.5	Prps1	-3.3676371627702286	3.132326128892829e-230	3.137285645263576e-228
XM_078040030.1	Bzw2	-2.092728168701258	8.79641109591067e-230	8.737526029896722e-228
XM_078020472.1	LOC106145546	-3.1657340454880063	2.287669552724669e-229	2.2537295372293275e-227
XM_078020476.1	LOC106145546	-3.164571552855214	5.227071748266981e-229	5.107656531904135e-227
XM_078052648.1	Naga	-3.7312882904101077	7.252392549232248e-229	7.029556939453419e-227
XM_005328777.4	Bzw2	-2.0754397934993083	1.339965683236803e-228	1.2884038037458508e-226
XM_078015727.1	Pspc1	-1.5217836899801078	3.749701786341357e-227	3.576798870637839e-225
XM_078045532.1	Rbm14	-1.9380022108871149	8.0520918728286535e-227	7.620322222010047e-225
XM_021723580.3;XM_005321015.4	Slc25a25	1.9475429463157088	2.0336806871819972e-226	1.909594389003158e-224
XM_078024052.1	Bnip3	-1.8836010558431515	5.706590667567628e-224	5.316861490968629e-222
XM_078024053.1	Bnip3	-1.8812484128488594	4.3988048911052215e-223	4.066864306630281e-221
XM_078044564.1	Son	-2.292240533852663	5.264482394780271e-222	4.8300621299896245e-220
XM_040277604.2	Mlxipl	-2.6114994930328472	7.994606504697589e-222	7.279331483330327e-220
XM_078038841.1;XM_078038840.1	Ypel1	-5.250760612620689	3.7555742407813983e-221	3.393853142853506e-219
XM_005328601.3	Mlxipl	-2.6162624542251787	1.5735258576688742e-219	1.4113587524867312e-217
NM_001282254.1	Hspa5	-1.3070315048748293	2.053221107921544e-219	1.8279751478599285e-217
XM_040277606.2	Mlxipl	-2.5680948855617465	6.358314242914425e-219	5.619160212175623e-217
XM_078038842.1	Ypel1	-5.237160642577179	2.953645912495441e-218	2.5912314030863288e-216
XM_078038439.1	Itih3	-2.276787446963961	3.666432776224966e-218	3.193250401264338e-216
XR_257777.5	LOC101964185	1.3398586904182768	6.154326634665082e-218	5.321500131081987e-216
XM_005325475.5	G3bp1	-3.6612595142476474	2.5812290526247182e-217	2.2159851416783208e-215
XM_013357197.4;XM_013357196.4	Znf638	-2.761094483091156	1.3102792295520343e-216	1.1168968836869434e-214
XR_013437402.1	Rbm14	-2.4450827954523784	6.233547019377399e-216	5.2761268750631664e-214
XM_005322058.5	Mdh1	-2.261618665144907	3.379970508533486e-215	2.8408297581862913e-213
XR_013431267.1	LOC106145134	-2.782635753545722	1.3543773102593612e-214	1.130434784167171e-212
XM_078037734.1	LOC101976365	-3.0562507216300028	1.2835758866011022e-213	1.0639516262799067e-211
XM_078021052.1;XM_078021054.1;XM_078021056.1	Cpeb2	-6.274368290695056	3.7389921695294455e-213	3.078010060655781e-211
XM_078018813.1	Ezr	-4.688182654760651	3.292442979335428e-212	2.6919640931042527e-210
XM_078021049.1;XM_078021051.1;XM_078021053.1;XM_078021055.1;XM_078021050.1	Cpeb2	-6.268362879142921	4.5359567083738506e-212	3.683625924185494e-210
XM_005328951.5	Hexb	-2.1956362337439836	7.478279704650362e-212	6.03231166242904e-210
XM_005323465.5	Abcg1	-2.64082619694568	6.676494244168586e-211	5.349652288044149e-209
XM_005326275.4	Clta	-2.5359762274884283	2.7680573033525385e-209	2.2032636244366994e-207
XM_078044563.1	Son	-2.2233399617194443	5.334708896578302e-209	4.218280672893066e-207
XM_005326272.5;XM_021726986.3;XM_021726987.3	Clta	-2.534606149041202	5.567805426383255e-209	4.3738204849477346e-207
XM_005332573.5	H3-3b	-2.371677708133365	1.098958882800304e-208	8.576874553491463e-207
XM_005319016.5	Rnf4	-4.098404803796785	5.650555955399219e-207	4.381550453415692e-205
XM_005339117.5	Gtf2b	-1.861507231117008	6.383629981624109e-206	4.9182595352012926e-204
XM_078026657.1	Gtf2b	-1.8603940427604515	3.4594546898632795e-205	2.6483557909214496e-203
XM_005332993.4	Ell	-2.654993400004377	1.4943323542815186e-202	1.1367329472221248e-200
XM_078044562.1	Son	-2.1857288713612935	3.211313230274143e-202	2.419280720327654e-200
XM_078024045.1	Bnip3	-1.6466838993364583	3.22060833058012e-202	2.419280720327654e-200
XM_005322611.5	Sdc1	-3.1049025306065396	9.225112395325037e-201	6.886746949031778e-199
XM_078037727.1	LOC101974499	-5.2769575074922095	7.48766131712391e-199	5.555197615463722e-197
XM_005323298.5	Fzd4	-2.7386363774152365	6.599732091719091e-198	4.866391411679249e-196
XM_078032741.1	Necab2	-6.016529301664971	1.2803499014753866e-197	9.383247235263824e-196
XM_078050707.1	Calm1	-2.6297253583966893	8.344335488748233e-197	6.078216256925153e-195
XM_005318754.5;XM_040282581.2	Cdkn1a	-3.3383750774847636	3.4525271750242586e-196	2.4997544648564195e-194
XR_013425615.1	LOC144366560	-4.508516811684445	1.0811885773651187e-195	7.781320665479858e-194
XM_005337840.5	Jpt2	-3.786883475275947	1.8427651206299832e-195	1.3183448800507005e-193
XM_040282580.2	Cdkn1a	-3.3252706888305665	2.7736950745414467e-195	1.9726059823025827e-193
XM_005323703.5	Arl6ip1	-2.181513571821652	5.84718797578777e-194	4.133961898881954e-192
XM_040285249.2	Cadm1	-2.15797338452278	8.142006662164054e-194	5.722735559798232e-192
XM_040277214.2	Arl6ip1	-2.176868656009635	2.266614213207714e-193	1.5838625714269485e-191
XR_005737715.2	Tatdn1	-3.12197563533935	1.3567731972214049e-192	9.426044541852061e-191
XM_078027651.1	Anp32e	-3.644605510662473	1.2731045829104595e-191	8.793933322988973e-190
XR_005727169.2	LOC120884811	-4.550526113607509	6.061108060031876e-191	4.162769015629892e-189
XM_005316767.4	Arih1	-3.2301157007395305	1.0180431931143545e-190	6.952193828432629e-189
XM_005338977.5	LOC101956126	-2.9529425900913275	1.0932145041192065e-190	7.423358827688554e-189
XM_005328907.4	Gys2	2.87229856935979	5.036992740366934e-190	3.4011020082286624e-188
XM_005323479.4	Psmg1	-4.996907482346891	1.4521033925750785e-189	9.696017041866594e-188
XM_021725292.3	Psmg1	-4.996907482346891	1.4521033925750785e-189	9.696017041866594e-188
XM_078044812.1	Ftcd	-2.927924025013339	1.62888544826678e-189	1.0816339338518469e-187
XM_040285251.2	Cadm1	-2.127494998959073	4.571224922870282e-189	3.0187666125262594e-187
XM_078037927.1	LOC101964411	-3.214844115558057	1.2404129346957479e-188	8.146733913720324e-187
XM_013363136.4	Gdf9	-3.922920331994704	1.4156455971259464e-188	9.247089365139537e-187
XM_078027037.1	Slc16a1	-3.6742179397542074	2.6697906060631433e-188	1.7344980159066442e-186
XM_078027038.1	Slc16a1	-3.6706192825015953	7.980692323477559e-188	5.156986077197677e-186
XM_005339680.4	Slc71a1	-3.067427957023803	4.57567117854423e-187	2.940908657482519e-185
XM_005328284.3;XM_021728448.3;XM_021728447.3;XM_040285250.2;XM_005328280.4;XM_005328279.4	Cadm1	-2.116362256569346	1.9193212661109217e-186	1.2270384200737855e-184
XM_078052621.1	Poldip3	-3.387298644073467	2.180845534358397e-186	1.3795569724975564e-184
XM_078052620.1	Poldip3	-3.387298644073467	2.180845534358397e-186	1.3795569724975564e-184
XM_078015115.1	Gys2	2.8300474958090085	3.85043978463005e-186	2.4229547524329096e-184
XM_005316171.4	Tatdn1	-3.0503780278874344	2.9759447518868413e-184	1.862910415256664e-182
XM_078051894.1	Ttc1	-2.390765990172298	7.644846928742678e-184	4.760798716920116e-182
XM_005343082.5	Rnf168	-3.100550346852731	4.617554005525452e-183	2.860741319196413e-181
XM_040287035.2	Psmg1	-4.737342421797169	6.201697406941483e-182	3.822471853027163e-180
XM_005325427.5	Ttc1	-2.377854798354124	8.219810992610056e-182	5.040505526539809e-180
XM_013364787.4	Mapk9	-4.671740612459561	1.470604132290377e-181	8.882005560803038e-180
XM_040273742.2	Mapk9	-4.671740612459561	1.470604132290377e-181	8.882005560803038e-180
XM_021735979.3	Mapk9	-4.671740612459561	1.470604132290377e-181	8.882005560803038e-180
XM_005316263.5	Dpys	-3.5258259368910525	4.227177233141193e-181	2.5403221582562e-179
XM_013366099.4	Aars1	-3.694808642463109	6.371124066424143e-181	3.809678614644367e-179
XM_005339336.4	Mapk9	-4.661659319965904	2.6758714724698165e-180	1.5921435261195408e-178
XR_013430924.1	LOC144370876	-4.376501530185971	1.2704907645463313e-178	7.522181526641555e-177
XM_005318621.5	Hsp90ab1	-2.4127471606364357	1.3140881665143612e-177	7.742169447713778e-176
XM_005319109.5;XM_021722236.3;XM_013355973.4	Tra2a	-2.7048238279956403	1.4409758195749735e-177	8.448335792912978e-176
XM_005318416.4	Aars1	-3.7053883193024126	4.563173017036679e-177	2.6623677908623226e-175
XM_013359747.4	Vtn	-2.8755492213427285	4.617184630919015e-177	2.680866767102205e-175
XM_013358699.4	Ttc1	-2.3417469351645996	5.927490324010945e-177	3.425120490590747e-175
XM_005327813.5	Vtn	-2.8678742166000406	9.500039104589417e-176	5.463204306127282e-174
XM_078027642.1	Tars2	-4.3953983948419975	3.296673172602813e-175	1.8867959457863433e-173
XM_005318734.5	Glo1	-2.432477100311705	6.258537437035643e-175	3.564993433920919e-173
XM_013358698.4	Ttc1	-2.3127029429953585	1.2223193723008627e-174	6.92974364890758e-173
XR_013439035.1	LOC144377847	-2.202236363748953	2.1512186583371807e-174	1.2138731011527968e-172
XM_021734701.3	Sesn2	-2.8313536198365012	3.742700283894179e-172	2.1020333977628102e-170
XM_040283448.2	LOC110597766	-3.6211752654701175	2.27804146559674e-171	1.2675824247688528e-169
XM_021723880.3	LOC110597766	-3.6211752654701175	2.27804146559674e-171	1.2675824247688528e-169
XM_078030849.1	Ephx2	-3.722532477124013	2.6809238707808207e-171	1.484885898751829e-169
XM_078024043.1	Bnip3	-1.4863804843182973	1.654556467881585e-170	9.122070728196683e-169
XM_021723052.3	Ankrd16	-3.102626767744057	5.789375756394653e-170	3.1772834345254494e-168
XM_013364401.4	Exosc10	-4.411792518264843	1.2920239153582547e-169	7.058561563041301e-168
XM_005320306.5	Ankrd16	-3.0988318534502652	2.0878290261335336e-169	1.1354577857510832e-167
XM_078049184.1;XM_078049203.1;XM_078049212.1;XM_021731594.3;XM_013361904.4;XM_005333178.4;XM_013361905.4;XM_013361906.4	Pdlim7	-3.0543539169101708	2.9201448642992435e-169	1.5809559064870544e-167
XM_040285590.2	Tut7	-4.015032237932526	4.359399563044319e-169	2.3495795223421377e-167
XM_078051112.1	Whamm	-2.369977613965616	1.30294909168285e-168	6.991136220060791e-167
XM_021734538.3	Nup54	-2.854418125114804	1.4717627968560806e-168	7.86182980240588e-167
XM_040287917.2	Exosc10	-4.33006103885937	1.9859739070236598e-168	1.0561690437397065e-166
XM_021734645.3;XM_078047383.1;XM_021734646.3	Tut7	-3.836900723221764	2.3324253219410653e-168	1.2349524204585755e-166
XM_078053020.1;XM_078053019.1	Nudt4	-3.0338824520224144	2.370065742082081e-168	1.2493780769335319e-166
XM_078017838.1	Bzw1	-2.2228924404689794	5.108494780472591e-168	2.6811789854366842e-166
XM_078030431.1	Cidea	-4.847194044666022	1.5072771296066398e-167	7.87650600901835e-166
XM_005336031.5	Pitpnb	-3.9328188389809844	1.985170741494888e-167	1.0328903524687039e-165
XM_078026816.1	Slc71a1	-2.7319307126613914	3.478033242600503e-167	1.8018311009834246e-165
XM_078053018.1;XM_078053017.1	Nudt4	-3.0081493931081176	6.008315673400517e-167	3.099310990497889e-165
XM_013364814.4	Cops3	-4.160945792662971	2.1393387535342852e-166	1.0988338666123322e-164
XM_005328993.4	Bhmt2	-4.570096846456569	2.973538327658334e-166	1.5208066876649156e-164
XM_040273411.2	Pi4k2a	-3.9532678293698664	3.363221713203601e-166	1.7128204140251729e-164
XM_005322062.5	Ugp2	1.48186170791921	4.921854592639417e-166	2.496024065355829e-164
XM_021733548.3	LOC101961286	-3.296592346295117	5.176399512000984e-166	2.614081753560497e-164
XM_078021969.1	Tdo2	1.6494896677480684	6.506070194370728e-166	3.2718183123908696e-164
XM_078046246.1	Apip	-3.037597752357908	8.434136786658732e-166	4.223745418285471e-164
XM_078032569.1;XM_078032570.1;XM_078032566.1;XM_078032571.1;XM_078032567.1;XM_078032568.1	Pla2g15	-4.682823693454781	8.500490438500185e-166	4.2393109784370835e-164
XM_005322989.5	Lactb2	-2.307907536421008	2.404228476880751e-165	1.1940670274227166e-163
XM_078025714.1	Sesn2	-2.803536477590406	5.793464708873024e-165	2.8655000961294185e-163
XM_078030430.1	Cidea	-4.635168798634438	7.031164751953725e-165	3.463424965316878e-163
XM_013358526.4	Cers5	-3.1528916421729907	7.999639222780576e-165	3.9243944415755e-163
XM_005335260.5	Pi4k2a	-3.9422055645536402	2.101426731990033e-164	1.0267092638938295e-162
XM_005330416.5	Thap2	3.526745678096758	2.5561687695861384e-164	1.2438296535083319e-162
XM_013357188.4	Ugp2	1.4726465101457573	5.1176795579197485e-164	2.4802173631708655e-162
XM_005318677.5	Rpl7l1	-3.080896589766881	7.219309265805716e-164	3.4846938982216425e-162
XM_078022246.1;XM_078022247.1;XM_078022242.1	Pou2f1	-2.4764823260457787	7.86026744365155e-164	3.7789021762099194e-162
XM_005317448.5	Exosc10	-4.3408838650325485	8.405488550108679e-164	4.024922983416582e-162
XM_005337258.3	Nup54	-2.8778959805140714	8.74880333789918e-164	4.1726931475480255e-162
XM_040285589.2	Tut7	-3.7903450553287352	3.176983142593856e-163	1.5092553514164252e-161
XM_013363833.4;XM_040285593.2;XM_040285592.2	Tut7	-3.78970533916406	3.8269099173873e-163	1.810851586499132e-161
XM_005322133.4	Paip2b	-1.9100697886188651	1.0110636690378273e-162	4.765480093398292e-161
XM_013356033.4	Hbp1	-2.4135613890657255	1.5717603829734685e-162	7.379292204280515e-161
XM_005319455.5	Hbp1	-2.4132951427779976	1.7399296223193082e-162	8.137048299866057e-161
