long-eRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
nw_027522939.1:4856-16023:-	8.620995405398913	-4.592760152984313	1.2894476575476366	-3.5618042547916615	0.0003683149536329736	0.001313122878169732
11:4794723-4810415:+	10.82132132863103	-2.7799445221218884	0.7877825248469963	-3.528822275743945	0.00041741335479436457	0.0014261622955474122
nw_027523416.1:1370433-1397456:-	13.947646113617639	-2.4288182712713393	0.7006293561730252	-3.4666236147140914	0.0005270393303335787	0.0016761069625369541
16:52132293-52144311:-	11.073531999572888	-6.814901369614807	1.9671325764977219	-3.4643833623802016	0.000531448549097083	0.0016761069625369541
nw_027522720.1:1569361-1591472:+	6.354654256346638	-3.723447148257334	1.129742985386209	-3.295835598381213	0.0009812942153466448	0.0029802268762379584
nw_027520944.1:213518-232678:+	11.521026934692381	-2.463024222588211	0.7534628469216162	-3.2689391821391856	0.001079515022080445	0.0031614368503784457
1:201101012-201146342:-	10.933801295733353	-4.60657100185043	1.4370365748591718	-3.2056045631976136	0.0013477906797573734	0.0038109943358656763
5:16450030-16461690:+	11.660763181899393	-2.940171243108548	0.9224694142678188	-3.187283174523696	0.0014361609223543055	0.003925506521101768
11:96007074-96080796:+	8.792107511357006	-3.7303847262128955	1.2051867429425012	-3.095275274191155	0.0019663031351707617	0.005201188938193628
1:206558541-206602456:-	9.89416233485497	-3.7611008349670723	1.237198944687974	-3.040012967288486	0.0023656796287745635	0.006062054048734819
nw_027522074.1:314097-340915:+	14.789686075725138	-3.0749443622094907	1.0161614527148153	-3.026039173198662	0.0024778019902630846	0.006156962521259786
14:10443833-10455607:-	59.303351162152666	-1.7992740154549762	0.6010041649921555	-2.9937796112918136	0.0027554490050367333	0.006645494659206239
nw_027522939.1:24101-54195:-	4.753033752167719	-3.8164387771551995	1.2940654086983618	-2.949185374635716	0.0031861280208979165	0.007464642791817976
nw_027523264.1:1017996-1042745:+	22.653819385644656	-2.4134523642912513	0.8285803345451181	-2.912756028196362	0.0035825438100137025	0.008160238678364544
2:58775112-58845089:+	48.970639124097936	-2.2650588731502816	0.7815618130250044	-2.8981186585658016	0.0037540852896567924	0.008319864695996134
nw_027521049.1:408856-429998:-	22.341622830896224	-1.9088952013704117	0.6864437381810358	-2.7808472788005516	0.005421723617087633	0.011699508857925946
nw_027520944.1:154142-171761:-	19.123952843110988	-1.9843479882245525	0.7347200937839593	-2.7008217211057244	0.006916840388306775	0.014543100303619374
nw_027522565.1:157936-190004:+	7.282127300398247	-4.015886259133298	1.5142330904372694	-2.6520925242583484	0.0079994617722105	0.016398896633031523
5:64336438-64355548:+	6.653558017750426	-2.5579994121835488	1.0510246129376157	-2.4338149465728836	0.014940631291055544	0.02987969092353218
nw_027522803.1:40462-65655:-	9.403701085578959	2.14079117125952	0.88276461075081	2.4250985429045824	0.015304231936443313	0.02987969092353218
3:214153045-214163282:-	4.750549184878013	-4.564019379204195	1.8915199964573812	-2.4128845519751976	0.01582683181532898	0.0301814002059762
nw_027523678.1:72863-86970:-	7.239169264270424	-2.142551304999713	0.9083220551199033	-2.3588013666770267	0.018334066362484008	0.03416803276644747
nw_027520961.1:213078-253848:+	8.363996881816668	-3.2733053014190125	1.4142061829953405	-2.314588453068443	0.020635465400343857	0.03737160854176458
nw_027521300.1:158639-186011:+	7.079122707178327	-1.873076187190817	0.8139309294119981	-2.3012716675405973	0.021376280171345914	0.03737160854176458
nw_027522939.1:65023-75879:+	58.39603904609708	-1.3310753268569488	0.5786044106060736	-2.300492879863603	0.021420312212962624	0.03737160854176458
nw_027523678.1:127477-163552:+	60.71034901613637	-1.632061011496321	0.7233875480847517	-2.2561364455572708	0.024062087275954706	0.04110606576308929
nw_027523678.1:111294-122982:-	4.466321583979258	-2.4364458316854227	1.1420774330466845	-2.133345569385599	0.03289638861416771	0.055051099313505145
5:120448069-120468094:-	10.1808152552909	-1.6610226152146248	0.7950605574011452	-2.089177484346719	0.036691749445320644	0.06017446909032585
9:39188918-39210554:-	4.751927477353639	-2.2600995596312585	1.1018958237159908	-2.051100939841469	0.040257117823025275	0.06472713061741318
nw_027523079.1:145600-166824:-	3.0133367002593356	-3.2000914113549386	1.5776247908559897	-2.0284236339989494	0.0425170300096896	0.06704608578451052
10:98956260-98974926:-	22.078981802875322	-1.3774070396666425	0.6829775946543524	-2.0167675344660956	0.043719778449195223	0.06764192137422657
nw_027520944.1:90887-138639:+	11.899768240632953	-1.3609694076882273	0.7220514796634531	-1.884864785988075	0.059448095433988976	0.09027303380716845
6:45666802-45687764:-	19.87871189963491	-1.3842793638108066	0.7502941894814585	-1.8449821193037712	0.06504013971177383	0.09523734743509739
nw_027521401.1:188921-252637:+	10.16173551538464	-1.4636779580773662	0.7916517262803522	-1.8488912604973284	0.0644735159071481	0.09523734743509739
nw_027526147.1:276573-298458:-	7.219337997840978	-1.6969992073282971	0.9469886620437296	-1.7919952744375456	0.07313372297974728	0.10339595317826339
nw_027524086.1:137324-165985:-	3.4427734032795865	-2.446385637437893	1.3595719145895835	-1.799379356976779	0.07195869271037213	0.10339595317826339
