Transcript	Gene	log2fc	pvalue	FDR
XM_040294203.2	Lims2	0.2070508560209241	0.24111922561357071	0.36700565832022236
XM_078033500.1;XM_005333812.5	Creld1	-0.17483831319981058	0.2413616890248522	0.3672117618845488
XM_078033498.1	Creld1	-0.17483831319981058	0.2413616890248522	0.3672117618845488
XM_078041396.1	Aspscr1	-0.2298323382327497	0.2413604496490796	0.3672117618845488
XM_005337261.5	Stbd1	0.10759835591286734	0.24133494674630995	0.3672117618845488
XM_078039603.1	LOC110596937	0.12695633880822615	0.2413659032422166	0.3672117618845488
XM_078031076.1	Fgl1	0.4815447346097942	0.24167659587277474	0.36765054932208496
XM_078025605.1	Ifnlr1	-0.20329325024690723	0.2417690429952034	0.3677270076331927
XM_078044191.1	Zbtb20	-0.2906117327896237	0.24177142632643522	0.3677270076331927
XM_021719785.3	Huwe1	0.15921975774163402	0.241957407784135	0.3679759618291255
XM_005334607.3	Foxa2	0.1303202399921862	0.24202293088731913	0.3680416904038018
XM_078025641.1	Pafah2	-0.3964862217616275	0.24211623080652966	0.3680818062040304
XM_040273833.2	Lhpp	0.07167405827504708	0.24211611158310492	0.3680818062040304
XM_078047059.1	Sidt2	0.6072057569640439	0.2420920462092535	0.3680818062040304
XM_005322678.5	Srp54	0.15457026907721036	0.24237737219130967	0.368444865824855
XM_040276825.2;XM_040276826.2	LOC101956422	0.0860962599560542	0.2424853425770985	0.36857504033388927
XM_078042782.1	Rassf4	-0.1391562458400198	0.24264459548257478	0.3687831325465567
XM_078039168.1	Pheta1	-0.1484246295045864	0.24278217577923183	0.3689582503714408
XM_078048194.1;XM_040286310.2	Golga1	-0.15092065826866255	0.2428595982851161	0.3690419220280598
XM_005332001.5	Timm13	-1.333636465658796	0.24291586889907507	0.36909343947547313
XM_078017807.1	Tyw5	0.5723800582280383	0.2430222269988476	0.3692210448124468
XM_078052214.1	Arfrp1	0.19725530408107442	0.24305663982545578	0.36923933104030987
XM_013359518.4	Cdip1	0.2267840889446188	0.24316197417439667	0.3693653443663555
XM_078017162.1;XM_078017161.1	Lyn	-0.718614613624512	0.24328430064095047	0.36951714330599444
XM_021726511.3	Sord	-0.09556556275704206	0.24341359644539046	0.36967949884449036
XM_021720903.3	Chd8	0.24524576355652083	0.24374190047548827	0.37014403642058086
XM_040279277.2	Ccdc9	-0.33095195826446727	0.24391008177692233	0.3702472427339565
XM_021719757.3;XM_078034741.1	Smc1a	-0.23119031187983125	0.24392205173994552	0.3702472427339565
XM_078048191.1	Golga1	-0.15062747700239112	0.24383586992045198	0.3702472427339565
XM_005332842.5	Vamp2	-0.24273056616565872	0.24385632748508201	0.3702472427339565
XM_005321013.4	Slc25a25	0.4321656617639989	0.2438871036007435	0.3702472427339565
XM_078032518.1	Stk11	-0.38883268266872734	0.24410616391996265	0.370492624249752
XM_078026007.1	LOC120890731	-0.13696161557926112	0.24421254243046453	0.37061999104617815
XM_040281030.2	Smc1a	-0.2310409889302356	0.24433166798248662	0.3707666777063649
XM_078014775.1	Kansl2	-0.6814893684607135	0.24465454629458644	0.37122249824431913
XM_078018754.1	Cep43	0.13539591550724428	0.2448535997577697	0.37149036866522234
XR_013438213.1	Epb41l4b	0.43116720513591683	0.24501511466132503	0.3716963093086467
XM_021720902.3	Chd8	0.24457834762774658	0.24510237550444453	0.3716963093086467
XM_078014545.1	Pcbp2	-0.28114163525078445	0.24505772684447763	0.3716963093086467
XM_078014549.1;XM_078014547.1;XM_078014551.1;XM_078014546.1	Pcbp2	-0.28114163525078445	0.24505772684447763	0.3716963093086467
XM_040278176.2	Cdip1	0.22588051452216862	0.24512449172151346	0.3716963093086467
XM_040275635.2	Chd8	0.24457834762774658	0.24510237550444453	0.3716963093086467
XM_078051145.1;XM_078051146.1	Crtc3	0.21112686309119005	0.24522132498705107	0.3718089757981558
XM_005331970.4	Rps15	0.19736425372178723	0.24536723279867534	0.37199602245598506
XM_005333932.5	Tmem229a	-0.2685185346342143	0.24540925667458557	0.37202555299837725
XM_021723350.3;XM_005320722.4;XM_078040421.1	Tial1	0.2014812107955176	0.2455046819116589	0.37213602390449046
XM_013364845.4	Pigv	0.11371628000602316	0.2455746289360492	0.3721736730413067
XM_005341383.5	Fam210b	0.1973539806615466	0.2455733825902978	0.3721736730413067
XM_040280460.2	Gls2	0.3041744735302111	0.24579272230871618	0.3724479940721144
XM_078052691.1	Tnrc6b	-0.43801813107594423	0.2458007790706821	0.3724479940721144
XR_013430888.1	LOC144370859	-0.4777269208640388	0.2458677483796388	0.3725152617769185
XM_005327890.5	Ywhae	-0.12472323556206229	0.24597637731205452	0.37258675977607
XM_078034743.1	Smc1a	-0.23016897862630936	0.24598267747412317	0.37258675977607
XM_040281038.2;XM_021719753.3;XM_078034740.1;XM_040281060.2;XM_021719755.3	Smc1a	-0.23016897862630936	0.24598267747412317	0.37258675977607
XM_078044634.1	Ttc3	0.5584102274774665	0.24604345892331592	0.37264461823713957
XM_078014564.1;XM_078014558.1;XM_078014560.1;XM_078014557.1	Pcbp2	-0.2805273802853846	0.24617101528925128	0.37276937902981877
XM_078014563.1;XM_078014559.1;XM_078014566.1;XM_078014565.1;XM_078014562.1;XM_078014561.1	Pcbp2	-0.2805273802853846	0.24617101528925128	0.37276937902981877
XR_013430824.1	LOC120888060	-0.5800474512244586	0.24628280020972965	0.37290443074515955
XM_078038958.1	Ssh1	0.6414758199911499	0.24632013166358757	0.37292673571711704
XM_078048152.1	Rabgap1	0.16347194125365413	0.2466409998886201	0.37337826964790094
XM_078051454.1	Larp1	0.16508591220756183	0.24686655605538702	0.37368544550682886
XM_078040425.1	Gatad1	0.22647852542785563	0.2468962786296961	0.37369615608774676
XM_078053126.1	Tmem19	-0.1187300927576639	0.24700531489267807	0.3738269009487371
XM_078047902.1;XM_078047900.1;XM_078047901.1;XM_078047903.1	LOC106144638	0.13834960389786014	0.24715596223510206	0.3740205917866305
XM_021727611.3;XM_005327136.5	Cdip1	0.22482880435637595	0.24729041137663693	0.37418973664611516
XM_013363799.2;XM_013363798.2;XM_013363793.2;XM_013363791.4	Mink1	-0.16777285775149756	0.24734522357818498	0.3742383581756492
XR_005733500.2;XM_078045996.1	Selenoh	0.44101699335653793	0.24745085734494354	0.37436385780222914
XM_078045576.1	Ap5b1	0.29150538640963164	0.24757636580968145	0.3745193997273151
XM_078020949.1	Sh3tc1	0.6137211439715007	0.24775235417877606	0.374751269255109
XM_078047744.1	LOC101963325	0.06579654531639084	0.24781479142371834	0.3748113541047458
XM_078028550.1	Rev1	-0.47496414745365756	0.24783940786005387	0.3748142305103794
XM_005319789.4;XM_078022334.1;XM_078022335.1	Dars2	-0.1853946519353083	0.2478895428097919	0.37485569518918405
XM_005326080.5	Osbpl9	0.10561797474124707	0.24806546248519745	0.37508734504428143
XM_078040035.1	Agmo	0.1086663549504277	0.24815230896207607	0.37518428167337525
XM_021726576.3	Nipbl	0.44082605463980395	0.2481773816548577	0.37518781261445777
XM_005322847.5	Cox16	-0.39252168863977216	0.248382120077856	0.37546293178863155
XM_078030090.1	Ark2n	-0.132602351641914	0.24856567920457356	0.3757059881427744
XM_078051954.1	Slu7	-0.2133351323919262	0.24866115557620716	0.37574704470357095
XM_078051961.1	Slu7	-0.2133351323919262	0.24866115557620716	0.37574704470357095
XM_078051948.1;XM_078051942.1;XM_078051936.1;XM_078051934.1	Slu7	-0.2133351323919262	0.24866115557620716	0.37574704470357095
XM_005318696.5	Ccnd3	0.3698565525650645	0.2486892955877913	0.3757551567158817
XM_005341157.4	Acadl	-0.09880187494616531	0.2488675483452511	0.3759900581619656
XR_013431816.1;XR_002482768.3	Smc1a	-0.2285777706471364	0.2491093797680815	0.37632096269826176
XM_078039225.1;XM_078039224.1	Setd1b	0.2237264491456293	0.24915598339519257	0.37635690974039476
XM_040294216.2	Sap130	-0.37873389108953653	0.24924020963606455	0.37641522050198617
XM_040294215.2	Sap130	-0.37873389108953653	0.24924020963606455	0.37641522050198617
XM_021734609.3	Mink1	0.5111459076664407	0.24983257549552584	0.37727531145343385
XR_013423766.1	LOC144365393	-0.37937136506083097	0.24992231253546116	0.3773417585458546
XM_078017173.1	LOC110598835	-0.2883871454024927	0.2499017106877225	0.3773417585458546
XR_005736061.2	LOC120891557	0.31968895849349455	0.2501693854536879	0.3776802405646207
XM_040287167.2	Ybey	0.3124153534723555	0.2505783506813441	0.37826304680201805
XM_021725303.3	Pigp	-0.14556362660095237	0.2507266275423255	0.37845225769080804
XM_078039151.1;XM_078039155.1;XM_078039152.1;XM_078039153.1;XM_078039154.1;XM_078039156.1;XM_078039160.1	Atxn2	0.11332806112339615	0.2509690261255793	0.3787834903592961
XR_013437933.1;XR_013437937.1;XR_013437936.1;XR_013437935.1;XR_013437934.1	LOC120889718	-0.4767036484805454	0.25107065148613644	0.378902215124633
XM_040274229.2	Catsper2	-0.14917018256780568	0.25115562439742045	0.3789957894999392
XM_078033006.1	Znf444	-0.18654335435128147	0.25118667111341647	0.37900797915531137
XM_078021466.1	Rasgef1b	-0.05520397291733775	0.2514203191811708	0.3792970748025169
XR_013425304.1	LOC144366284	0.3268827125667898	0.2514242412090134	0.3792970748025169
XM_078032467.1;XM_078032472.1;XM_078032473.1;XM_078032474.1	Ces3	-0.23195911010801493	0.25187661105814085	0.3799224649185996
XM_005338723.5	Chmp4a	-0.39063010329369896	0.25188484129504146	0.3799224649185996
XM_005338415.4	Cpn2	-0.127571112049346	0.25212865580545535	0.38022070457373597
XM_013357548.4	Sgk3	-0.320211231517587	0.2521066119718173	0.38022070457373597
XM_078032107.1	Hnrnpl	0.29618165994892653	0.25217909211823486	0.3802620121578172
XM_078027422.1	Ash1l	-0.34325674934524597	0.25225197821832596	0.38033716123726213
XM_078043320.1	Dnajc13	0.19498190550188982	0.25234715224078885	0.38044589850390653
XM_013356544.4	Gpam	0.2808765471860906	0.25246614960975633	0.3805905293906988
XM_078039771.1	Tns3	0.571442860801272	0.25257635689002506	0.3806871086081753
XM_078039770.1;XM_078039772.1;XM_078039773.1	Tns3	0.571442860801272	0.25257635689002506	0.3806871086081753
XM_005329025.5	Usp14	0.27971285438514615	0.2528750303808274	0.3811024638153287
XM_078043319.1	Dnajc13	0.19201641419598336	0.2529882869731848	0.3812383308990432
XM_078040034.1	Agmo	0.10769201341953848	0.25308608703839497	0.38135088322715327
XR_013424437.1	LOC144365684	0.195089169350215	0.25315293618711415	0.3814167823250156
XM_078048612.1;XM_078048609.1;XM_078048610.1;XM_078048611.1;XM_078048608.1	Vav2	0.5122631323460172	0.25327567756064884	0.38154938915477454
XM_040271056.2	Nagk	0.5067409146934921	0.2532871952488577	0.38154938915477454
XM_021729311.3;XM_013360482.4;XM_078039237.1	Tmem120b	-0.14240610956511363	0.2533830376855738	0.38162408770077155
XM_021733920.3	Dnajb1	0.20597737134999444	0.25336370350129145	0.38162408770077155
XM_078015502.1;XM_078015500.1;XM_078015501.1;XM_078015505.1;XM_040281177.2;XM_021732168.3;XM_078015503.1;XM_013362274.4;XM_078015506.1;XM_013362277.4;XM_040281182.2	Rad52	-0.2541015078229703	0.25346427145203076	0.38171159470931454
XM_040288907.2	Dnajb4	0.17021853064907233	0.253647003789274	0.38191707359492755
XM_078053194.1;XM_078053197.1;XM_078053190.1;XM_040272156.2;XM_078053210.1;XM_078053213.1;XM_078053223.1;XM_078053202.1;XM_078053201.1;XM_078053209.1;XM_078053205.1	LOC101975474	-0.10455072081601786	0.25362498877465467	0.38191707359492755
XM_005319908.5	Klf3	0.15132100495336664	0.2537415446071921	0.3820245645586932
XM_078033189.1	Usf2	0.3699811999106831	0.25381312760180824	0.3820974745513583
XM_078017471.1	Rbms1	0.4584783219849532	0.25394639312432443	0.38222835290928375
XM_078017472.1	Rbms1	0.4584783219849532	0.25394639312432443	0.38222835290928375
XM_005327964.5	Ranbp6	0.2217313934211713	0.25465286410929505	0.3832567412137429
XM_078031421.1;XM_078031423.1;XM_078031422.1	Ppp6r1	0.14618373799303166	0.2548034267534609	0.3834483670641914
XM_040288732.2	Pars2	0.6248400307492487	0.2549357481175648	0.3836125095465928
XM_005335599.5;XM_040280506.2	Dnajc14	0.3284439638038711	0.2555293739629965	0.38443564913962486
XM_005324732.5	Znf292	0.48202507773387004	0.25551046068750755	0.38443564913962486
XM_013359660.4;XM_013359659.4	Hivep1	0.30868562367708874	0.2558022980694962	0.3847760911982459
XM_078049510.1	Tpm1	0.264214063796361	0.255782452561561	0.3847760911982459
XR_013431116.1	LOC101978271	0.20640465605356964	0.2560231896315162	0.38507325240266604
XM_005328469.5	Gnb2	0.2720951450735239	0.25612605482562467	0.3851928573348189
XM_078034465.1	Mllt1	-0.3248250539220409	0.2563528690059757	0.38546370434368554
XM_078034464.1	Mllt1	-0.3248250539220409	0.2563528690059757	0.38546370434368554
XM_078022605.1	Tmem183a	0.25823691117693237	0.2564835027928192	0.3856249913060874
XM_078019066.1	Map7	-0.10707467858979335	0.2567376213715882	0.3859718923335073
XM_005334306.5	Mtus1	0.36475030523252383	0.2568348974054458	0.3860829591042417
XM_078031794.1	Inafm1	-0.3882768543866787	0.2569535350735698	0.386190935627013
XM_040274577.2	Zc3h14	-0.467553376379767	0.256938080469586	0.386190935627013
XM_078049868.1	Znf354b	0.1337580845407767	0.2570306415754695	0.3862716408594556
XM_005337191.5	Med17	0.15253426918702503	0.25711949214157215	0.38636997903907494
XM_078024225.1	Mettl9	0.15043512272011714	0.2577001498040554	0.38717200873319846
XM_078024228.1	Mettl9	0.15043512272011714	0.2577001498040554	0.38717200873319846
XM_005317628.5	Pafah2	-0.13623241458231072	0.25776081462071504	0.38722789530739427
XM_078016508.1;XM_040293516.2	Fam83h	-0.21549451948512882	0.2578148505489363	0.3872738141928082
XM_040283856.2	Sigirr	0.47247237639938144	0.25786316452374264	0.3873111303300817
XM_078021358.1	LOC101972081	0.11570996051214445	0.25792213433425853	0.38736444331023934
XM_078047928.1;XM_078047927.1	Epb41l4b	0.4207572843543644	0.25801963433356573	0.3873698467963032
XM_078047926.1;XM_040283816.2;XM_078047925.1	Epb41l4b	0.4207572843543644	0.25801963433356573	0.3873698467963032
XM_040293277.2	Znf330	-0.49403958972682144	0.25800090285550487	0.3873698467963032
XM_021727900.3	Znf330	-0.49403958972682144	0.25800090285550487	0.3873698467963032
XM_078043192.1	Mst1	0.1181168933317421	0.25808760712633516	0.38743664530491784
XM_078035384.1	LOC101954944	0.6098038419270562	0.2583151688092738	0.3877429819450402
XM_078020170.1	Anks1a	0.34443640945760085	0.2584282804398954	0.3878422060517248
XM_078027417.1	Rit1	0.5613757192368322	0.25840516275792896	0.3878422060517248
XM_078050338.1	Zfp62	0.6700056260180286	0.25858448541833434	0.3880413417504488
XM_078015299.1;XM_078015298.1	Atn1	0.2898038151157219	0.2586405280862208	0.38809014767215866
XM_078052241.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078039960.1	Pals2	-0.13385701853991958	0.25900228445895535	0.3882857301261727
XM_005331109.5	Ube2h	0.09618788343106256	0.25896714182750746	0.3882857301261727
XM_078052235.1;XM_078052237.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052239.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052240.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052233.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052236.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078049798.1	Gchfr	-0.20306778629463246	0.2589021010603543	0.3882857301261727
XM_078052232.1;XM_078052242.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052234.1;XM_078052243.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078052238.1	Tpd52l2	-0.5192293781993488	0.2590532454371878	0.3882857301261727
XM_078024021.1;XM_078024020.1;XM_078024019.1;XM_078024018.1	Fus	0.06319321785765122	0.2591119689722746	0.3883384741154863
XM_078048613.1	Vav2	0.5194375222385681	0.2591920559447092	0.3883685481286015
XM_005338303.5	Rbp5	-0.13386300830326325	0.25929678775424536	0.3883685481286015
XM_005335404.5	LOC101960605	-0.19354744863079318	0.2592499676515674	0.3883685481286015
XR_013425331.1	Wrnip1	0.20545629556027545	0.25917597681344734	0.3883685481286015
XM_078015565.1	Ccdc125	-0.5508023481197659	0.25926129132427395	0.3883685481286015
XR_013438250.1	LOC144377340	0.350514167006358	0.25922775169492634	0.3883685481286015
XR_013439173.1	Gtf2a1	-0.09116141855019144	0.2592747068131668	0.3883685481286015
XR_013424883.1	LOC120889134	0.5370199969372772	0.2595710117739613	0.38873374957898293
XM_078049146.1;XM_078049139.1	Zfand6	0.1358558412822715	0.25958773326530593	0.38873374957898293
XM_021732245.3	C11H1orf52	0.17835216812219865	0.25967025654424275	0.3888220420359846
XM_078016461.1	Zftraf1	-0.21703618564654648	0.2596998129058292	0.38883101467735126
XM_040274120.2	Tm9sf1	0.41631712832703754	0.2600046320482511	0.3892520806957169
XM_078021363.1	LOC101976366	-0.16379823049457734	0.2600830375008073	0.38933413787542603
XM_013360856.4	Spart	-0.17888499454575668	0.2602026530659128	0.3894778644993312
XM_078017082.1	Golph3	-0.41940050285216307	0.2604265477544497	0.38977763850305436
XM_040287564.2	Pi4kb	-0.5927847337039903	0.26048710238593875	0.389832910980444
XM_013364228.4	Pafah2	-0.13548409512486986	0.2605281536765717	0.38985898828485627
XM_078015709.1;XM_078015708.1	Zmym2	0.09207603176989679	0.26063756590178006	0.3899873481089293
XR_013428380.1;XR_013428379.1	LOC120884803	-0.11424793404181498	0.260883264869913	0.3903195895927494
XM_078021041.1;XM_078021040.1	Znf518b	0.15054452372354135	0.2609802181627392	0.3904292456848014
XM_005323298.5	Fzd4	0.06490540768761333	0.26116699269186405	0.39063783053013496
XM_005339190.4	Pten	-0.41655606955827357	0.2611476534541286	0.39063783053013496
XM_005326726.5	H2bk1	0.4654548037414895	0.26120841035175746	0.3906643686408366
XR_013427378.1	LOC120890612	0.3589123992064023	0.26126340338385	0.3907112034834973
XM_013364195.4	Irgq	0.31463620287190647	0.26158315647300967	0.39115393429643247
XM_005336189.5	Wdr83os	0.40435234628840716	0.2616922303212331	0.39128157779364514
XM_005333055.5	Akap8	0.12260733457170915	0.26174975847893206	0.3913321341542863
XM_078052268.1;XM_078052270.1	Pcmtd2	0.2720820198031604	0.26192033401927683	0.39137959250511484
XM_078041422.1	Mafg	0.1842611424044934	0.2619238131042957	0.39137959250511484
XM_078052267.1	Pcmtd2	0.2720820198031604	0.26192033401927683	0.39137959250511484
XM_078052269.1	Pcmtd2	0.2720820198031604	0.26192033401927683	0.39137959250511484
XM_078021186.1	Klf3	0.14807148091220457	0.26190733065319205	0.39137959250511484
XM_078052266.1	Pcmtd2	0.2720820198031604	0.26192033401927683	0.39137959250511484
XM_040278877.2	Uba2	-0.6849085990912719	0.2619620270698487	0.391401250333174
XM_013359389.4	Atp2c1	-0.24106201936366695	0.2620425618533371	0.39140406576625
XM_005339869.5	Pisd	0.4863228984968777	0.26203268884739617	0.39140406576625
XM_005329028.3;XM_040274616.2;XM_078030297.1	Rock1	0.17929196664701627	0.2620587915026683	0.39140406576625
XM_078032688.1;XM_078032686.1	Tmem170a	-0.14408665312227648	0.26201098268540374	0.39140406576625
XM_005317862.5	Cap1	0.15056921370729318	0.2621168736753486	0.39145538352040243
XM_078050423.1	Ang	-0.1563319314688719	0.2621439939803894	0.39146045653125844
XM_005339660.5	Rnpepl1	0.34823708163517936	0.2621707507980243	0.39146498587622836
XM_005317707.5	Srsf4	0.14521286591195337	0.2622250961225405	0.39151070495096285
XM_040274073.2	Polr3f	0.17291341956006703	0.26229797809545013	0.39158408907563763
XM_078046542.1	Ppfibp2	0.1623835320910324	0.2623533882460012	0.39162580818898324
XM_005325699.4	Ccnl1	0.07678027739829375	0.2623733900690388	0.39162580818898324
XM_078050219.1	Srp54	0.14634537268861333	0.2624663606607882	0.3917081809831239
XM_078029364.1	Rmdn2	0.38474583402406426	0.2624760533986062	0.3917081809831239
XM_078051839.1	Hnf4a	0.1718482678632535	0.2625577934049722	0.3917947322278392
XM_040280561.1	Npff	0.42838832038486124	0.2627808749305698	0.3920921617894323
XM_005334411.5	Depp1	0.15558156602220907	0.2628139293823931	0.392092226012117
XM_078028495.1;XM_078028490.1	Tle5	0.4179857354820112	0.26282844142294565	0.392092226012117
XM_040273816.2	Sgms1	-0.6516025558992113	0.2628862861020366	0.39214306698333995
XM_078024419.1;XM_005337814.4	Ndufb10	-0.11092056717780298	0.26299740693790175	0.3922024592754014
XM_078049129.1	Zfand6	0.13419414963765422	0.26298798254257866	0.3922024592754014
XM_078044626.1	Hlcs	-0.2652565460743457	0.26298292214197716	0.3922024592754014
XM_021727540.3	Atp2c1	-0.2403737214784001	0.2635143379373918	0.3929378357405478
XM_078044624.1	Hlcs	-0.26494972705083003	0.26360429706680355	0.3930364602782439
XM_040274621.2	Rock1	0.17870034228212364	0.2636714964383032	0.39305622907819987
XM_078031803.1	Zc3h4	0.18746978811368845	0.263689016174515	0.39305622907819987
XM_078032308.1	Chd9	-0.21923562063986346	0.2636628030432754	0.39305622907819987
XM_021727495.3	Gnat1	0.5506681098481305	0.26384113787962293	0.39324745877984446
XM_078043546.1	Mbnl1	-0.16991524929078522	0.2639074924248919	0.39327531224628753
XM_078031034.1	Irf2	-0.22255954927451102	0.2638979334256991	0.39327531224628753
XM_005322655.5	Strn3	-0.13322406981142065	0.26417049340753185	0.39363168789215125
XM_078033597.1	Foxp1	0.1782060081126148	0.26428271642531603	0.3936922545575643
XM_078033591.1;XM_078033596.1;XM_078033595.1;XM_078033593.1	Foxp1	0.1782060081126148	0.26428271642531603	0.3936922545575643
XM_078033594.1	Foxp1	0.1782060081126148	0.26428271642531603	0.3936922545575643
XM_021728558.3	Gigyf1	-0.5670563230153595	0.26459777054634	0.3941259985363022
XM_005331344.4	Scamp3	0.21998339179505041	0.2648765779379313	0.39450567854082536
XR_013430951.1	LOC144370888	0.29207166454705336	0.26493453912962295	0.3945563926153347
XM_013366029.4	Mtcp1	-0.711774504818665	0.26496064393036434	0.3945596593714414
XM_021728579.3	Por	-0.2390604105398826	0.2651348844987458	0.39478349838601373
XM_078037064.1;XM_013363327.4	Stx10	-0.2137873767247874	0.2652274625810428	0.3948857132590262
XM_078032309.1	Chd9	-0.21850692516566406	0.26534612741016284	0.395026745614859
XM_005324428.5	Poc1b	0.15685758393143798	0.2654062417738604	0.3950805949941787
XR_013436959.1	LOC144376456	0.14913970253252676	0.2658373454418632	0.3956866351376678
XM_078032768.1	Zdhhc7	-0.5884510827985969	0.266113135378065	0.39606140947717605
XM_078042530.1	Ift20	0.6142798247456519	0.2662333028845739	0.3962045211849165
XM_078042176.1	Cacul1	0.1388739085814869	0.26634344110676217	0.3962969451490246
XM_078031797.1	Sae1	0.16930485171871926	0.26633860288449324	0.3962969451490246
XR_013425353.1;XR_001229827.4;XR_013425354.1	Prp4k	0.13609152176335493	0.2665047898262042	0.39648780429230274
XM_013361619.4	Llgl2	0.656656873323799	0.26653257820656073	0.39648780429230274
XM_013364251.4	Lpcat3	0.09775235983643168	0.26654379813432605	0.39648780429230274
XM_078045830.1;XM_078045827.1	Taf6l	0.1834872752027521	0.2667510158564237	0.396760276964742
XM_078033005.1	Rexo1	0.3487134679075146	0.2670872865097043	0.39715304268690915
XM_078033017.1;XM_078033012.1	Rexo1	0.3487134679075146	0.2670872865097043	0.39715304268690915
XM_078037722.1	LOC101973656	-0.6620744635256631	0.2670744900386074	0.39715304268690915
XR_013426820.1	LOC144364768	0.11008952189411514	0.2671881257245312	0.39726718891516394
XM_021729219.3	Lamb3	-0.29355112813465417	0.2673096271070533	0.3974120332366417
XM_078044768.1	Pttg1ip	0.053926238524159315	0.267574359686937	0.39776977560307636
XM_021725066.3	Fchsd2	-0.6957601236927086	0.26760836458106	0.3977844900416243
XM_078023173.1	Ankrd16	0.3229874328784397	0.2677169162456226	0.39791000134831733
XM_040277145.2	LOC101959909	0.19476331678498818	0.26793913510402834	0.3982044193777872
XM_005342397.5	Rps5	0.171337139112726	0.2681582631825995	0.3984941913523122
XM_021724683.3	Strn3	-0.13232433070159236	0.2682324816739536	0.3985355853606056
XM_005319926.5	Smim14	0.08519381948427848	0.26823442282376136	0.3985355853606056
XM_021721345.3	Znf444	-0.18027418823843608	0.26829864760553707	0.3985951187664506
XR_013426819.1	LOC144364768	0.110083741480967	0.26833924001386555	0.39861953542210976
XM_040273406.2	Anxa7	0.18086315030770103	0.2684767206304076	0.39878786273493166
XM_078029509.1	Tmem214	0.36095139092461737	0.2685012347325992	0.3987883775267884
XM_078051459.1	Slc23a2	0.27629507847156265	0.26858360796909175	0.39887481910700956
XM_078031563.1	Myh14	-0.12141390187217287	0.26868094455738767	0.3989834652755088
XM_078052271.1	Pcmtd2	0.268671494137951	0.26886831189193383	0.39922577292619454
XM_013359064.4	Rnf20	-0.22145100704442902	0.26892160867295845	0.39926898188883275
XM_013360139.4;XM_005328782.5	Snx13	0.17292413975882054	0.26895903127791704	0.3992886167446612
XM_078032841.1;XM_078032840.1	Ankrd11	0.4707883040863226	0.26899919955904017	0.3993123238506407
XM_005333195.4	Cxcl14	0.14602151939489436	0.2690462328232519	0.3993462164087865
XM_078022606.1	Tmem183a	0.25245156020667564	0.26916698428698616	0.3994895131965784
XM_078041424.1	Mafg	0.20990100416879062	0.26925268037267275	0.3995807607545168
XM_040290262.2	Kxd1	0.22647617755901045	0.26962820569079216	0.4001020703330721
XM_013366410.4	Bcar1	0.32298744567039794	0.2700218865516176	0.4006303446522199
XR_013424824.1	LOC144366024	0.5177458535355524	0.2700327673002842	0.4006303446522199
XM_040292053.2	Pisd	0.13396215499128075	0.2701964091562219	0.4008370895879545
XM_005323035.5	Nars1	-0.1645183188222529	0.27029733627127106	0.40095076823195286
XM_005319662.5	Hmgcs1	-0.07524311391807519	0.2703777040982953	0.40103393216413225
XM_078042608.1	LOC101974096	-0.29432156099816204	0.2704715608915271	0.4011370866682625
XM_078020072.1	Kcnk5	0.41591950435959746	0.27050860880105376	0.40115597679753645
XM_078019489.1	Gtf3c6	0.15073711694755199	0.27065274745362505	0.4013336615503475
XR_013431143.1	LOC144370995	0.3129293555393633	0.27078173346184514	0.40148884750237274
XM_078026005.1	LOC120890731	0.41870648451573184	0.27088191174838505	0.4015822724314409
XM_078034690.1	Taf1	0.16200928417202085	0.2708934170313538	0.4015822724314409
XM_040279801.2;XM_021733348.3	Mc1r	-0.5255588095728735	0.27103202674016014	0.4017516594717376
XM_078049008.1	Ddx46	-0.5924788140547191	0.27110702254927244	0.4018267294606615
XM_005339597.5	Cox5b	-0.2762001506494865	0.2712432376764423	0.4019925152594732
XM_005341447.4	LOC101977989	-0.2863143012297274	0.2714214297693739	0.4022204771104121
XM_021724558.3	Lclat1	-0.5123716410830055	0.27151669441406434	0.40225327478240935
XM_078029445.1	Lclat1	-0.5123716410830055	0.27151669441406434	0.40225327478240935
XM_078050576.1	Erg28	-0.14740807571502795	0.27148634410363415	0.40225327478240935
XM_078051500.1	Fastkd5	0.17673800230853248	0.2717066173146996	0.40249850905017126
XM_013365698.4	Polr3gl	0.11857566019589932	0.27178574658696303	0.4025434525115768
XM_013365697.4	Polr3gl	0.11857566019589932	0.27178574658696303	0.4025434525115768
XM_005337057.5	LOC101978141	1.0241813491679097	0.2718124408840016	0.4025468575683818
XM_078031691.1	Hsd17b14	0.3249372850010878	0.27213753919651557	0.40299215061309374
XM_005320437.5;XM_021723135.3;XM_021723134.3	Polr3f	0.16880197408403894	0.2722644205159658	0.4031438624312591
