long-eRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
6:24762648-24776851:+	183.55498263858064	2.7712503976947294	0.3301729439348787	8.393329764298656	4.7256372213097263e-17	5.6235082933585746e-15
7:192807330-192822598:+	75.24744416548884	-1.8716964484174152	0.34271393286307034	-5.461395843411018	4.7240538013371544e-08	2.810812011795607e-06
6:131379221-131420566:-	195.399544018062	-3.317676767990146	0.638306100986368	-5.197626597745774	2.0184907084082008e-07	8.006679810019196e-06
14:70223797-70245679:-	82.49865260595413	2.458998956547228	0.5401637164910309	4.552321604496473	5.305714598939339e-06	0.00015784500931844534
5:120433211-120446584:-	80.80485267813118	2.1038387762259756	0.4910482641293675	4.2843828802777635	1.8324710717797856e-05	0.00033964693419959966
16:52132552-52144314:-	99.19237327920855	-1.8780121879415201	0.440318436494876	-4.265122766358148	1.9979231423505864e-05	0.00033964693419959966
3:48700628-48715916:-	81.06790822483624	2.8664184738654437	0.6676456189294294	4.293323272998855	1.7601842961852644e-05	0.00033964693419959966
5:120454138-120468102:-	269.81826295981335	2.072130664616889	0.4977518358073517	4.162979451910811	3.1412164541243434e-05	0.0004672559475509961
4:55960819-55978342:-	215.88051574325834	-1.6088831673737545	0.4013406807159687	-4.008771711114854	6.103538445010299e-05	0.0007263210749562256
1:224151876-224187323:-	268.14351041619597	-2.3415929033239298	0.5821039072247316	-4.022637323442525	5.7550079490585e-05	0.0007263210749562256
9:39192540-39210559:-	834.5173325614554	1.545770200628706	0.3880527520721145	3.9834022368727977	6.793562584671953e-05	0.0007349399523417841
nw_027520944.1:213475-230568:+	630.1290321525025	1.064629631837108	0.3056952064507315	3.482650723241527	0.0004964756532914455	0.0049233835618068345
13:23857812-23868653:+	303.6209447385335	-2.164532890485193	0.6375652257398396	-3.3949983516956066	0.000686290137467638	0.006223329452988216
8:148287280-148297509:-	104.115060431186	1.6888434269719041	0.500065325182396	3.3772456155721415	0.0007321564062339078	0.006223329452988216
nw_027522873.1:102468-140092:+	342.96424388402215	0.7398227908884447	0.23159042654855175	3.194530973988014	0.0014005825496248802	0.01111128822702405
3:8921953-8936124:-	66.90255143760983	2.955860456374685	0.9360405396534637	3.1578338022293235	0.001589461473704606	0.011157677861183896
nw_027524096.1:68841-108170:+	354.6115601611702	0.8198740287846347	0.2596994624164289	3.157010881562643	0.001593953980169128	0.011157677861183896
nw_027522939.1:24011-54205:-	265.06889356440195	-0.8619028798274234	0.279845775447953	-3.0799209973699386	0.002070555096918921	0.013688669807408422
8:147303729-147314699:-	130.73072171893924	1.4906703471140923	0.48806919520451764	3.0542192823487877	0.0022564708072877818	0.014132632950907687
nw_027523678.1:127482-160598:+	2041.3753244496165	-1.204508170667648	0.40066349656744915	-3.0062837792483466	0.002644620613409368	0.01573549264978574
nw_027522803.1:16604-65739:-	525.1510654317598	0.7916588632979594	0.2684309705186537	2.9492083635816746	0.003185891012320992	0.01805338240315229
nw_027522943.1:14582-39583:+	248.6078825295804	0.7447375670577726	0.2561334298951404	2.907615641436044	0.0036419566090411955	0.019699674385268286
12:106814014-106826718:+	147.35580183130477	-1.500516111833209	0.5346391546220373	-2.8065959981812365	0.005006799151584959	0.02590474343646131
13:46908447-46918871:+	46.89494615048358	-1.9011308500090356	0.7079487982470486	-2.6854072705772283	0.00724414733356064	0.03362970277401307
16:36786274-36796508:+	104.90725162856018	1.2009650911183536	0.44509369535643456	2.6982298415991073	0.006970929302679522	0.03362970277401307
nw_027524315.1:236159-274648:+	339.03008417287737	0.6700446965853323	0.2499549232063524	2.6806621289558326	0.007347666152305378	0.03362970277401307
nw_027520961.1:213113-253052:+	391.7769289694965	-2.288023112462861	0.8582566744432055	-2.6658960898232658	0.007678342156500008	0.0338415820971667
nw_027523806.1:2722-40561:-	391.95850690848374	0.6363541157739354	0.24662701364838321	2.5802287687803216	0.009873488322087518	0.04196232536887195
4:141308070-141332184:-	167.58469796473764	-1.7774337422734479	0.6989046178650891	-2.543170694311465	0.010985154986113339	0.0450770152878444
10:62352895-62372965:-	191.69999698587324	1.012765295296477	0.4038717636014382	2.5076407577132	0.012154016321490681	0.0482109314085797
nw_027522592.1:99989-138190:-	341.54422092742294	0.6295296971457818	0.2563521631713616	2.4557221962077427	0.01406018020286974	0.0539729498110161
10:109735239-109758835:+	278.39393844150044	0.7346591619632293	0.3294020761157494	2.230280909659706	0.025728799731457964	0.0956789740013593
nw_027523678.1:73209-86960:-	384.0005034390553	-1.055182557097278	0.4788559738302277	-2.203548905649404	0.02755608397789373	0.09644629392262806
4:141343218-141358977:-	144.50064066917233	-1.29095691836352	0.583939535926292	-2.2107715592774513	0.027051660262727813	0.09644629392262806
13:16561478-16573778:-	84.66096575121705	1.134532262154024	0.5189403430422138	2.186247951937963	0.028797469769658714	0.09791139721683963
4:162836768-162876740:-	990.2638893829271	0.5086303161325059	0.2381432261913747	2.1358168538615687	0.032694344834881574	0.10515208203651101
nw_027521117.1:74848-111561:-	344.0456158908864	0.5971668848951527	0.2788437477498338	2.1415824802028705	0.03222709479244181	0.10515208203651101
2:150337601-150354160:+	73.85000047007017	1.4271007451269466	0.6735874826923353	2.1186568661026954	0.03411947613367176	0.10684783315544577
nw_027523678.1:112411-122973:-	136.75111998790916	-0.7528204310899561	0.35990135344763835	-2.0917410392553113	0.0364616872198386	0.11125489177335367
7:12271580-12289093:-	143.46162257193998	-1.0041607883190777	0.4836412042557097	-2.0762515258897585	0.03787069400943701	0.11266531467807511
