long-eRNA	ppc_SRR13652347	ppc_SRR13652348	ppc_SRR13652349	ppc_SRR13652338	ppc_SRR13652339	ppc_SRR13652340	ppd_SRR13652347	ppd_SRR13652348	ppd_SRR13652349	ppd_SRR13652338	ppd_SRR13652339	ppd_SRR13652340	gbc_SRR13652347	gbc_SRR13652348	gbc_SRR13652349	gbc_SRR13652338	gbc_SRR13652339	gbc_SRR13652340	gbd_SRR13652347	gbd_SRR13652348	gbd_SRR13652349	gbd_SRR13652338	gbd_SRR13652339	gbd_SRR13652340
1:3522361-3545027:+	2.9569444481192693	7.785332855225418	13.586227944938528	10.032842800403758	7.376210437398291	4.751719626706669	0.05913888896238539	0.15570665710450837	0.27172455889877056	0.20065685600807515	0.14752420874796582	0.09503439253413339	69.48819453080283	163.49198995973376	275.80042728225214	214.98948858008052	54.3995519758124	201.47291217236278	0.0032070980999124045	0.00754566806478667	0.012729054658339943	0.009922439127709435	0.0025107099264232388	0.009298606737082275
1:14553169-14596043:+	19.22013891277525	17.12773228149592	18.341407725667015	12.182737686204563	18.440526093495727	2.8510317760240014	0.384402778255505	0.3425546456299184	0.3668281545133403	0.24365475372409126	0.36881052186991453	0.05702063552048003	613.5659729847483	1002.7508717530337	1188.1156337848745	941.6539599807527	1047.4218821105574	995.0100898323765	0.01465232174291932	0.02394628947469925	0.028372910657549186	0.02248725874580899	0.02501305987129687	0.023761434981071614
1:50829653-50840743:+	2.9569444481192693	0.0	3.396556986234632	5.016421400201879	22.128631312194873	0.9503439253413338	0.05913888896238539	0.0	0.06793113972469264	0.10032842800403757	0.4425726262438975	0.019006878506826676	44.35416672178904	7.785332855225418	20.379341917407793	30.098528401211272	230.5065761686966	12.35447102943734	0.004395418365056788	0.0007715125215761551	0.0020195562300473033	0.002982710177505786	0.022842788243850536	0.0012243059190800553
1:201100539-201146342:-	2.9569444481192693	10.899465997315584	65.89320553295187	5.733053028802147	0.9220263046747864	4.751719626706669	0.05913888896238539	0.21798931994631168	1.3178641106590374	0.11466106057604294	0.018440526093495727	0.09503439253413339	102.01458346011479	135.46479168092227	692.2183137946181	106.77811266143999	39.647131101015816	223.33082245521345	0.002276907942596963	0.003023497716295829	0.01544992218986286	0.00238322722661904	0.0008849015958622869	0.004984617946058679
1:206552341-206602464:-	10.349305568417442	4.67119971313525	53.66560038250719	1.4332632572005368	1.8440526093495728	10.453783178754673	0.20698611136834885	0.093423994262705	1.073312007650144	0.028665265144010736	0.036881052186991455	0.20907566357509347	107.92847235635332	138.57892482301244	869.5185884760658	142.6096940914534	59.00968349918633	227.1321981565788	0.0021970619728920427	0.0028210024595514862	0.017700484253645146	0.0029030554126588436	0.0012012393839912372	0.004623650316679738
1:224151876-224187323:-	25.134027809013787	9.3423994262705	24.45521030088935	9.31621117180349	6.454184132723505	0.9503439253413338	0.5026805561802757	0.18684798852541	0.48910420601778704	0.1863242234360698	0.1290836826544701	0.019006878506826676	589.9104173997943	208.6469205200412	545.4870519892819	140.45979920565262	66.38589393658462	57.970979445821364	0.01712466376566978	0.0060568660160252984	0.015835086274654023	0.004077444240758567	0.0019271334747034516	0.0016828547214880409
10:62352895-62372965:-	50.268055618027574	18.684798852541	40.07937243756866	39.414739573014764	53.47752567113761	33.26203738694669	1.0053611123605515	0.37369597705082	0.8015874487513731	0.7882947914602952	1.0695505134227523	0.6652407477389337	88.70833344357808	163.49198995973376	129.06916547691603	279.48633515410467	308.87881206605346	180.56534581485343	0.004651477816767665	0.008572806353087575	0.006767823683966011	0.014655043529657807	0.0161962567283337	0.009468058613331923
10:81341462-81352066:-	4.435416672178904	9.3423994262705	5.434491177975412	10.032842800403758	19.362552398170514	4.751719626706669	0.08870833344357808	0.18684798852541	0.10868982355950824	0.20065685600807515	0.3872510479634103	0.09503439253413339	26.612500033073424	26.47013170776642	20.379341917407793	27.2320018868102	28.582815444918378	16.155846730802676	0.002770692351178864	0.002755870037247813	0.0021217430418956234	0.0028351902016459925	0.002975826699106544	0.001682024646621755
10:98955053-98974881:-	44.35416672178904	45.15493056030742	32.606947067852474	25.082107001009394	28.582815444918378	5.702063552048003	0.8870833344357808	0.9030986112061484	0.6521389413570495	0.5016421400201879	0.5716563088983676	0.11404127104096005	501.20208395621614	1144.4439297181364	108.68982355950823	401.3137120161503	682.299465459342	56.0702915951387	0.026618624672378504	0.06078091931160098	0.005772469252722247	0.02131359668682085	0.03623662783256364	0.002977868797872285
10:109735239-109758835:+	1.4784722240596346	1.5570665710450835	4.075868383481559	6.449684657402416	0.9220263046747864	0.9503439253413338	0.029569444481192694	0.03114133142090167	0.08151736766963119	0.12899369314804832	0.018440526093495727	0.019006878506826676	150.80416685408272	219.54638651735678	255.42108536484434	397.73055387314895	319.9431277221509	326.91831031741884	0.006673636626723976	0.009715731580181157	0.011303318376990008	0.01760103349440844	0.014158655030408933	0.014467332403302136
11:4794739-4810331:+	29.569444481192694	18.684798852541	25.13452169813628	25.798738629609662	36.881052186991454	20.907566357509346	0.5913888896238538	0.37369597705082	0.5026904339627256	0.5159747725921933	0.7376210437398291	0.41815132715018694	940.3083345019277	540.302100152644	394.00061040321737	856.3747961773207	656.482728928448	688.9993458724671	0.06443557421379612	0.03702474475108905	0.026999288042432474	0.05868394409493043	0.044986139171414224	0.04721437304683523
11:96007073-96082934:+	31.047916705252327	10.899465997315584	14.944850739432383	12.899369314804831	13.830394570121797	11.404127104096005	0.6209583341050465	0.21798931994631168	0.29889701478864766	0.25798738629609663	0.2766078914024359	0.2280825420819201	1485.8645851799329	1581.9796361818048	1184.0397654013927	981.0686995537675	458.2470734233689	2001.424306768849	0.019848048211107496	0.02113194459380989	0.01581629886192448	0.013105029247866289	0.006121224031195611	0.02673484954675065
12:106814014-106826718:+	76.880555651101	28.027198278811504	46.193175012791	19.349053972207248	57.165630889836756	7.602751402730671	1.53761111302202	0.5605439655762301	0.9238635002558201	0.38698107944414495	1.1433126177967352	0.1520550280546134	338.5701393096563	129.23652539674194	185.45201144841093	62.34695168822335	113.40923547499872	55.11994766979736	0.028925257523251237	0.0110411384362872	0.015843828402256333	0.00532652299771235	0.009688956469457364	0.004709094205023215
12:113015448-113031864:+	17.741666688715615	12.456532568360668	10.868982355950823	15.049264200605636	10.14228935142265	15.205502805461341	0.3548333337743123	0.24913065136721335	0.21737964711901647	0.3009852840121127	0.20284578702845302	0.3041100561092268	266.1250003307342	317.641580493197	281.23491846022756	532.4573000499994	340.2277064249962	422.9030467768936	0.017261788955745826	0.020603332716689175	0.01824187056238095	0.03453702406758763	0.02206834704709055	0.027430955878374037
12:117058947-117072107:+	0.0	15.570665710450836	74.72425369716191	0.0	0.9220263046747864	0.0	0.0	0.31141331420901674	1.4944850739432383	0.0	0.018440526093495727	0.0	0.0	12.456532568360668	532.5801354415903	2.1498948858008053	0.9220263046747864	0.0	0.0	0.0010243016666688848	0.043794107017645745	0.0001767860279418243	7.581829657715537e-05	0.0
13:16561478-16573778:-	16.26319446465598	7.785332855225418	10.868982355950823	7.882947914602952	12.90836826544701	12.35447102943734	0.3252638892931196	0.15570665710450837	0.21737964711901647	0.15765895829205903	0.2581673653089402	0.2470894205887468	47.31111116990831	79.41039512329925	33.286258465099394	72.37979448862711	124.47355113109617	151.10468412927207	0.004186453514725083	0.007026846750136941	0.0029454259326696162	0.006404724757864465	0.011014383782947985	0.013370912674035175
13:23812624-23824010:-	26.612500033073424	7.785332855225418	35.324192656840175	14.332632572005368	11.064315656097437	9.503439253413339	0.5322500006614684	0.15570665710450837	0.7064838531368035	0.2866526514401074	0.22128631312194874	0.19006878506826677	224.72777805706446	71.62506226807385	126.35191988792832	237.20506906668885	133.69381417784402	167.26053086007477	0.021635484553486507	0.006895644774051438	0.012164428601899329	0.02283672562498208	0.012871263519576692	0.016102871941857572
13:23857812-23868653:+	32.52638892931196	21.798931994631168	21.737964711901647	5.016421400201879	4.610131523373932	4.751719626706669	0.6505277785862392	0.43597863989262337	0.43475929423803295	0.10032842800403757	0.09220263046747863	0.09503439253413339	927.0020844853909	225.77465280153712	336.9384530344755	122.5440084906459	141.99205091991712	67.4744186992347	0.09418838493044004	0.022939915952198405	0.03423475442333626	0.012451128682243993	0.014427154127201436	0.006855762924124616
13:46908447-46918871:+	2.9569444481192693	7.785332855225418	3.396556986234632	3.583158143001342	7.376210437398291	1.9006878506826677	0.05913888896238539	0.15570665710450837	0.06793113972469264	0.07166316286002684	0.14752420874796582	0.03801375701365335	149.3256946300231	38.926664276127084	33.96556986234632	20.782317229407784	19.362552398170514	19.006878506826677	0.015843575027058028	0.004130150055822497	0.0036037739906998696	0.0022050203956930784	0.002054382217312492	0.002016644934411258
14:70223797-70245679:-	4.435416672178904	1.5570665710450835	4.075868383481559	4.299789771601611	5.532157828048718	5.702063552048003	0.08870833344357808	0.03114133142090167	0.08151736766963119	0.08599579543203222	0.11064315656097437	0.11404127104096005	17.741666688715615	20.241865423586084	36.68281545133403	107.49474429004026	211.14402377052608	101.68680001152272	0.0008495746151756424	0.0009692987321545941	0.0017565874372136886	0.005147476142797479	0.010110808972395052	0.004869357851435255
15:36743580-36759012:+	23.655555584954154	9.3423994262705	52.986288985260266	20.065685600807516	28.582815444918378	13.304814954778674	0.4731111116990831	0.18684798852541	1.0597257797052053	0.4013137120161503	0.5716563088983676	0.2660962990955735	130.10555571724785	26.47013170776642	120.23811731270598	155.50906340625824	164.120682232112	116.89230281698406	0.009014449921516473	0.0018340006726090296	0.0083307778918247	0.01077454883989868	0.011371210575217292	0.008098960910204667
16:36786274-36796508:+	42.875694497729405	28.027198278811504	25.813833095383206	25.798738629609662	44.257262624389746	3.8013757013653353	0.8575138899545881	0.5605439655762301	0.5162766619076641	0.5159747725921933	0.885145252487795	0.0760275140273067	97.57916678793589	43.597863989262336	50.26904339627256	123.97727174784643	172.41891897418506	141.60124487585875	0.010566233544984796	0.004720938168842572	0.005443318180430151	0.013424718110216139	0.018670159065964812	0.015333107187423709
16:52132552-52144314:-	13.306250016536712	32.698397991946756	33.286258465099394	2.8665265144010736	8.298236742073078	0.9503439253413338	0.2661250003307342	0.6539679598389351	0.6657251693019879	0.05733053028802147	0.16596473484146157	0.019006878506826676	110.8854168044726	222.66051965944695	134.50365665489144	39.414739573014764	53.47752567113761	34.21238131228802	0.01030246370012753	0.020687588930544044	0.012496855584399448	0.0036620588658380056	0.004968644956902126	0.0031787030857834547
2:58775097-58957080:+	85.75138899545881	108.99465997315585	112.08638054574287	50.880845630619056	56.24360458516197	11.404127104096005	1.7150277799091762	2.179893199463117	2.2417276109148574	1.017616912612381	1.1248720917032393	0.2280825420819201	2473.4840308517687	1916.7489489564978	3700.8884922012553	2337.6523724940757	2151.0873688062766	2170.5855254796065	0.013666865749744473	0.010590709393960123	0.020448705367332204	0.012916348254509092	0.011885511254068176	0.011993245400033145
2:68525567-68539628:-	16.26319446465598	14.013599139405752	69.96907391643343	10.032842800403758	3.6881052186991456	5.702063552048003	0.3252638892931196	0.28027198278811505	1.3993814783286687	0.20065685600807515	0.07376210437398291	0.11404127104096005	138.97638906160566	51.383196844487756	483.66971483981166	245.0880169812918	201.92376072377823	206.22463179906944	0.010639748052488471	0.003933792439479917	0.03702876395956295	0.01876343722104512	0.015458870060004397	0.01578813595154409
2:84061698-84090919:+	11.827777792477077	0.0	6.113802575222338	4.299789771601611	3.6881052186991456	0.0	0.23655555584954155	0.0	0.12227605150444676	0.08599579543203222	0.07376210437398291	0.0	381.4458338073857	3.114133142090167	201.75548498233715	295.2522309833106	182.5612083256077	4.751719626706669	0.013515903685330052	0.0001103441691620072	0.007148872687348005	0.010461775600003918	0.006468755167089752	0.0001683693440119213
2:148561414-148580944:-	38.4402778255505	26.47013170776642	33.286258465099394	22.21558048660832	19.362552398170514	9.503439253413339	0.76880555651101	0.5294026341553284	0.6657251693019879	0.44431160973216643	0.3872510479634103	0.19006878506826677	363.7041671186701	193.07625480959035	260.8555765428198	318.1844430985192	270.1537072697124	268.9473308715975	0.019626796563524368	0.010419095289492633	0.01407671342846147	0.017170387086423787	0.01457847430088565	0.014513373853089272
2:150337601-150354160:+	17.741666688715615	4.67119971313525	3.396556986234632	11.466106057604295	10.14228935142265	2.8510317760240014	0.3548333337743123	0.093423994262705	0.06793113972469264	0.2293221211520859	0.20284578702845302	0.05702063552048003	75.40208342704136	28.027198278811504	17.662096328420088	118.24421871904428	141.99205091991712	61.7723551471867	0.004845892251095072	0.001801233822545696	0.0011350961650655317	0.007599242848267595	0.00912545314395349	0.0039699457035466575
3:8921953-8936124:-	10.349305568417442	3.114133142090167	2.0379341917407796	6.449684657402416	40.5691574056906	18.056534581485344	0.20698611136834885	0.06228266284180334	0.040758683834815596	0.12899369314804832	0.8113831481138121	0.3611306916297069	20.698611136834884	23.355998565676252	2.717245588987706	28.665265144010736	185.32728723963206	140.6509009505174	0.0015714098949920032	0.0017731550687575795	0.0002062895223950366	0.0021762272353485095	0.014069791014244725	0.010678021633048623
3:44589820-44630127:+	16.26319446465598	9.3423994262705	7.472425369716191	7.882947914602952	7.376210437398291	8.553095328072004	0.3252638892931196	0.18684798852541	0.14944850739432383	0.15765895829205903	0.14752420874796582	0.17106190656144007	267.6034725547939	177.5055890991395	131.10709966865682	208.53980392267812	258.1673653089402	289.8548972291068	0.0068078628410194585	0.004515762417297727	0.003335379558071019	0.005305276379431052	0.006567807197235621	0.007373941620766909
3:48700628-48715916:-	1.4784722240596346	6.228266284180334	4.7551797807284855	66.64674145982497	15.674447179471368	23.758598133533347	0.029569444481192694	0.12456532568360668	0.09510359561456971	1.3329348291964993	0.31348894358942736	0.47517196267066697	13.306250016536712	26.47013170776642	19.020719122913942	176.29138063566603	47.945367843088896	203.37360002304544	0.0009312233197939631	0.0018524831484194744	0.0013311441754435844	0.012337559005925236	0.0033554040060948	0.014232878439572003
3:139696122-139765483:-	19.22013891277525	9.3423994262705	8.831048164210044	16.482527457806174	11.064315656097437	4.751719626706669	0.384402778255505	0.18684798852541	0.17662096328420088	0.32965054915612346	0.22128631312194874	0.09503439253413339	495.2881950599776	509.1607687317423	737.0528660129152	599.1040415098244	556.903888023571	609.170456143795	0.007245080528070704	0.0074480086704855385	0.010781616483030257	0.008763699738302336	0.008146395483215338	0.008910951349343122
3:204686311-204696764:+	29.569444481192694	56.05439655762301	53.66560038250719	69.51326797422604	63.61981502256026	114.9916149663014	0.5913888896238538	1.1210879311524602	1.073312007650144	1.3902653594845207	1.272396300451205	2.299832299326028	261.6895836585553	700.6799569702875	379.05575966378495	1417.497361371331	180.71715571625813	1779.0438282389769	0.027680302904437806	0.07411465590969829	0.04009474927689704	0.14993625569825794	0.019115417359451874	0.18817895369568188
