Transcript	Gene	log2fc	pvalue	FDR
XM_021734648.3	Tut7	-4.446705083717008	1.978409391968285e-215	1.1910024539649074e-213
XM_005321860.5	Klhl11	-3.0228586124724215	3.2893126285112266e-215	1.972991687137803e-213
XM_005338455.4	Mat2a	-2.568892259322959	1.0904556368896869e-214	6.51714551216923e-213
XM_078039794.1	Vdac2	-3.0957816800242814	1.865074322663878e-214	1.1106584680467806e-212
XM_005323703.5	Arl6ip1	-2.163488550162207	4.89653431745178e-214	2.9054525313768535e-212
XM_078032587.1	Chtf8	-5.173347401092243	6.380358203657729e-214	3.7723867879126317e-212
XM_005337955.5	Gch1	-3.4797308293807077	7.40129202129021e-214	4.3604409043579864e-212
XM_005330650.5	Uqcrfs1	-3.2185429770948044	1.0229975121255994e-213	6.005575820297623e-212
XM_040277214.2	Arl6ip1	-2.1610786337231165	1.4544976171672064e-213	8.508554082050567e-212
XM_005318677.5	Rpl7l1	-3.0021922321492003	2.2629607919222546e-213	1.3191308419110184e-211
XM_005325972.4;XM_013358883.4;XM_013358882.4;XM_013358881.4	Hnrnph3	-2.652192936306609	2.4046485916297415e-213	1.3968055240151007e-211
XM_078020485.1;XM_013359640.4	Slc22a23	-4.581394158999467	7.626280396369984e-213	4.414443075591086e-211
XM_078044562.1	Son	-1.9662141026603446	1.2028877574350843e-212	6.938608649595059e-211
XM_005316732.5	Fem1b	-4.193167102034886	1.3101002492857554e-212	7.53080195379364e-211
XM_005339336.4	Mapk9	-4.7746272076393215	1.4820629651277867e-211	8.489810514771803e-210
XM_078029649.1	Lpin1	-2.5439640912274166	4.308372469762647e-211	2.45948642196278e-209
XM_005320511.5	Mavs	-2.930954810262988	7.075377501413255e-211	4.0251846919552037e-209
XM_005316767.4	Arih1	-3.054817691801084	4.0937968660789266e-210	2.320986545134816e-208
XM_078029604.1	Fkbp1b	-4.205912919079067	5.850992166044595e-210	3.3059104200978933e-208
XR_013438885.1	Gch1	-3.497413475428531	6.191425134178156e-210	3.4863620100788905e-208
XM_005322133.4	Paip2b	-2.0565226645927446	9.116399953234477e-210	5.116000041552433e-208
XM_040277604.2	Mlxipl	-2.06466263087442	1.5237593799087773e-209	8.522242072428989e-208
XM_078025266.1	Kif1b	-2.382999881606588	2.4159916544153198e-209	1.3466916444055763e-207
XM_040277606.2	Mlxipl	-2.059880668628143	3.9780325302033006e-209	2.209943910654887e-207
XM_005340028.4	Kdelr2	-3.7253149411060127	5.570904384508642e-209	3.084492377442828e-207
XM_005318467.5	Mphosph6	-3.691135160663529	8.842466386704955e-209	4.879567701063351e-207
XM_021734537.3	Nup54	-3.1865606020622246	9.567819435537377e-209	5.262300689545558e-207
XM_005337258.3	Nup54	-3.1653188243427177	2.386302796893068e-208	1.3081206226014815e-206
XR_013431267.1	LOC106145134	-2.6235462724701057	3.4776074484282702e-208	1.9000591191000004e-206
XM_005332434.5	Ndufb2	-5.212880375997557	4.175634470253463e-208	2.2739351531265157e-206
XM_078029603.1	Fkbp1b	-4.168430411796291	4.2000545920884205e-208	2.2797345499024195e-206
XM_005326275.4	Clta	-2.2341716954057818	5.321556739733785e-208	2.879031759029177e-206
XM_078020477.1	LOC106145546	-2.872733660724922	7.981686922805793e-208	4.304131172868075e-206
XM_078020487.1	Slc22a23	-4.543753539351924	2.059523564356778e-207	1.1069939158417682e-205
XM_005324515.5;XM_078029276.1;XM_078029275.1	Ppm1b	-2.6285446782988195	2.474538934344968e-207	1.3257602607793187e-205
XM_078020475.1	LOC106145546	-2.858655739832529	5.583839972841779e-207	2.9819506693676013e-205
