Transcript	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
XR_013437634.1;XM_040284542.2;XM_040284537.2;XM_040284536.2;XM_040284540.2;XM_040284535.2;XM_005327436.5;XM_021727821.3;XM_078046277.1;XM_078046275.1	Tcp11l1	194.13041417768795	-1.2794972638556759	0.4140339192494011	-3.090319909478109	0.001999410143372124	0.007012558847265927
XM_078039079.1	Slc8b1	224.13001064077045	-1.0795430914089779	0.34934505700227575	-3.0901914017977514	0.0020002754748072045	0.007013262299506815
XM_078026494.1	Ptger3	1489.3447045151297	-0.8843349815133802	0.286221670782676	-3.0896856240659814	0.0020036845670081396	0.007022881123566736
XR_013434795.1	LOC144375229	51.170371614019935	-1.1432547233968464	0.37022562579238505	-3.0879945734441416	0.0020151215059104363	0.007060621682947559
XM_021721665.3;XM_040279240.2	Gfod2	179.11345932049713	-0.8841024176361402	0.28642590021966857	-3.086670643116058	0.0020241173082893066	0.007089786720601655
XM_005339164.5	LOC101972259	37.15600235554658	-1.245522456925079	0.4035295375769814	-3.0865707239274163	0.0020247977295134206	0.007089816145491732
XM_040271009.2	Srbd1	585.7736990786894	-0.7782874408984171	0.2522593716291481	-3.085266707326117	0.0020336969756105136	0.007118614164794599
XM_005332035.4	Dapk3	265.9277518470464	1.175835089060176	0.3811282998525031	3.085142429767679	0.0020345469768057204	0.007119227398109568
XR_013423813.1	LOC120892897	722.9638772838484	-0.9499403874171509	0.30793044685518645	-3.0849186792622976	0.0020360781489046	0.0071198622707800896
XR_005737676.2	LOC120892882	216.58068201197855	-0.9680317470650791	0.31378948316778404	-3.0849719286081685	0.002035713656510851	0.0071198622707800896
XM_005321456.4	Ppp1r14c	280.13652653510877	-1.655067396049778	0.5365437323078661	-3.0846831234627277	0.002037691249548645	0.007123142041994104
XR_005727556.2	LOC120885062	55.81897677135296	1.216498063139856	0.394400167531919	3.084425827586405	0.0020394545674525797	0.007126944579869068
XM_005321363.5	Pcmt1	443.5098462464517	0.6411862412695004	0.20792587690440575	3.083725079415136	0.002044264084631255	0.007141386123463492
XM_005316922.5	Dtwd1	67.47855223012526	-1.4366180973055547	0.4659296646850299	-3.083336834276722	0.0020469332452821673	0.0071483435080194856
XM_005330906.5	Plrg1	110.43442143732825	0.7666728397741007	0.24866374921206466	3.083170917367087	0.0020480748883866242	0.007149963624248473
XM_005326862.5	Rpl27a	1164.5359503478876	-1.819703392577171	0.5902280424209163	-3.083051400122166	0.0020488976260495087	0.007150469717109599
XM_021721807.3	Dst	1976.7293095691293	-0.6862002009858412	0.2226352030996913	-3.0821729512316858	0.0020549540392012125	0.007169234495229098
XM_021725563.3	Med14	620.3429846034043	-0.7008701596676651	0.22741059574703587	-3.081959120529679	0.0020564307655754513	0.007172014736139177
XM_021725674.3	Rps14	103.37867532154856	0.830351206085117	0.2694819728547492	3.0812866526425373	0.0020610812126440133	0.007185858160407911
XR_013423958.1	LOC144365480	945.5292665076314	-0.8370854829564133	0.27178779719620205	-3.0799229825323104	0.0020705412964178017	0.0072164554599299
XM_040284333.2	Tnks1bp1	548.7431150822905	-0.6836277419957265	0.22197968162858242	-3.0796861090177434	0.0020721885953767	0.007219811651659243
XM_005325475.5	G3bp1	880.9048403393044	0.586784623870507	0.19059288625372717	3.0787330807790423	0.002078828433859192	0.007240554630972095
XR_013429556.1	LOC106144795	45.66308509038578	1.0825771896758818	0.3516707416898999	3.0783828773292963	0.0020812732339229477	0.0072466774316459065
XM_078048801.1	Rnf224	6.187207179910416	4.257922395266941	1.383439418034875	3.077780161356949	0.0020854870215504763	0.007258953506221552
XM_078039923.1;XM_078039924.1;XM_078039922.1	Tax1bp1	1467.000928724873	-0.9290705294764531	0.3020736343883656	-3.0756425709169286	0.002100494795872616	0.007308779715190007
XM_013360519.4;XM_005329820.5	Slc18b1	103.51504743867122	0.8232761607567426	0.26769102810866724	3.0754716232870516	0.002101699266528197	0.0073105595983753635
XM_005335895.5	Haus6	127.29969944812325	-0.8800937462855914	0.2861969990815694	-3.075132685212939	0.0021040892451865204	0.007316460625154182
XM_021723506.3;XM_021723516.3;XM_005316068.4	Plec	700.103948440616	-0.9044848466950213	0.2942177949244576	-3.0742017046496244	0.0021106667678050307	0.0073369141352036486
XM_005318407.5	Sf3b3	661.6771270058388	-0.6242640837190613	0.2031028109944207	-3.0736358628547484	0.002114673736184488	0.007348421579955977
XM_078023807.1	Sap25	11.176876161025357	2.075900114165951	0.6756519918849496	3.0724398641592945	0.002123166080926207	0.00737550284944731
XM_040293315.2	Xpo7	773.1316278137201	-0.8632007701258229	0.2809834915272195	-3.0720693427008774	0.002125803355121537	0.007382233507745957
XM_021724308.3	Cep68	99.22313532268026	1.0644581252230942	0.3465247195280819	3.0718100765588585	0.0021276505292823363	0.007386216875264444
XM_005341263.4	Eef1a1	693.9232257811756	0.9008490540078242	0.29332027695122703	3.0712130213814586	0.0021319099224808716	0.007398568974399077
XM_078028143.1	Entpd7	243.37323788047829	-1.0644457000475507	0.3467250438392928	-3.0699994677653617	0.0021405915239887303	0.007426254711634694
XM_005332144.5	Ndufa7	64.79089784380992	1.095023251806303	0.3567793961299	3.0691885901606697	0.0021464104880555388	0.007443994296182095
XR_013428628.1	LOC144369155	770.3706989336862	0.5119987443655559	0.1668640031233207	3.0683594710787543	0.00215237534846112	0.007457326740973667
XM_078026130.1	Rnf220	357.68665283303153	0.6825654043868427	0.22244439497309426	3.0684765263220153	0.002151532307613619	0.007457326740973667
XM_013364259.4;XM_078015321.1	Znf384	303.31356169401414	-0.6486666907336897	0.21140411908431042	-3.0683729983283525	0.00215227790869623	0.007457326740973667
XM_005334453.5	Snrpd3	220.50963395045085	0.6979307192298019	0.2274680800012002	3.0682578374342433	0.0021531075673942015	0.007457414588315438
XM_078018044.1	Ankzf1	142.9693765153163	0.884129682607664	0.2882925970473118	3.0667790004422804	0.0021637877083335224	0.00748948829492082
XR_013428342.1	LOC144368548	19.859782396220325	1.8127483355652716	0.5910777902303431	3.0668523932507146	0.0021632565231942034	0.00748948829492082
XM_040279336.2	Pih1d1	22.46579185346638	-1.4424669960276935	0.470527070284907	-3.0656408252011325	0.002172040644858212	0.007515588325107949
XM_078027453.1	Zbtb7b	539.600958377354	0.8496360249314442	0.2771693401803242	3.0654040752800356	0.0021737609455894625	0.007519074746219288
XM_005338111.4	Strip1	127.54434168933976	0.9671101289720891	0.31552112903891605	3.0651200188016783	0.0021758266391876447	0.007523753209908113
XM_078050351.1;XM_013364502.4	Oxa1l	64.74926829524618	0.9590437164344302	0.3131197085833548	3.0628660226257383	0.0021922818765222137	0.00757568745408102
XM_078052970.1	Amdhd1	782.0318945295888	-1.0725403814312984	0.35016645209733815	-3.06294442259465	0.0021917076102038672	0.00757568745408102
XM_005333527.5	Rtn3	1110.7209707538088	-0.5900468949969155	0.19265442865872145	-3.0627216779021302	0.002193339537581955	0.007576860550585993
XR_005726303.2	LOC120884089	15.585564292375873	-1.6861308769800474	0.5505850155649542	-3.0624350996002168	0.0021954407768248166	0.007581636725205177
XM_078020013.1	C8H6orf132	433.7580644343311	-1.2276992409505816	0.4009070807469783	-3.0623037105333917	0.002196404759808928	0.00758248370941891
XM_078015268.1	LOC120888566	953.2424126358087	-3.635317104180251	1.1874485527433156	-3.0614523010548296	0.002202660838773513	0.007601593669957658
XM_005322556.4	Cenpa	26.13168392400458	2.071809618855632	0.6769464527981429	3.0605221584245754	0.002209514105815475	0.0076227514114955075
XM_078029603.1	Fkbp1b	261.256902447519	1.689578533390852	0.5520809554366372	3.060381845728722	0.0022105496208278783	0.007623830826980751
XM_021733541.3	Atp23	69.29157385647342	-0.9361155859255177	0.30589884215820223	-3.0602129099965185	0.002211796965458889	0.007625639864572313
XM_040280571.2;XM_040280557.2	Kcnd1	56.441599229570926	1.1164189732617165	0.3649847154298849	3.058810207837827	0.002222178820885109	0.007658930597954231
XM_078045603.1;XM_078045604.1;XM_013362041.4	Ehbp1l1	40.955359856893104	-1.6992403447385194	0.5555717239000221	-3.0585436076734287	0.00222415705875445	0.007663245254689565
XM_005329353.5	Mob1a	230.2612678100855	0.6395364224307899	0.20914360728947423	3.0578817622936563	0.0022290750902596163	0.007677682730081277
XM_040294584.2	Asnsd1	24.938112406090145	-1.2878507998223758	0.4212494812070286	-3.057216346313895	0.002234029698346646	0.007692236722440311
XM_078043201.1	LOC101971713	34.47308346884686	-1.8514976765897484	0.6058645773358752	-3.055959608550159	0.002243414755224928	0.007722031212927567
XM_078039929.1	Hibadh	1230.1321664200163	-0.7789368192914724	0.2549021658447216	-3.055826601983352	0.0022444101317657564	0.0077229376680132845
XM_078027654.1	Otud7b	1274.0277829543686	-0.6020665944745511	0.19708287198446428	-3.0548905057665845	0.002251427015957686	0.007744556575922265
XM_005335808.5	Gm2a	152.31043529700088	-0.9017798651232282	0.2952767359994296	-3.054015962588296	0.0022580006598257596	0.007764637210287407
XM_040271576.2;XM_021729147.3	Ccdc142	111.31748095726613	-0.9519551757694211	0.3118099762356189	-3.0529978138033567	0.002265675889280075	0.007788491571164806
XM_013357600.4;XM_013357599.4	Ctif	2245.0585960964827	-0.7767960693800229	0.2544497927974485	-3.0528461463451904	0.0022668212649693178	0.0077898906662626395
XM_040272551.2	Acsl5	3203.9562760197314	-0.6764539360516855	0.2216178004976376	-3.0523447779588277	0.002270611319244834	0.007800374281352328
