long-eRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
9:58265767-58283138:-	25.551596135585044	2.2593854057386893	0.5649462773298348	3.999292492761366	6.35321235740282e-05	0.0054002305037923965
1:201105641-201146342:-	10.909978758531482	-5.84858034545696	1.8760611961022136	-3.117478447722401	0.0018240528305256771	0.03244835541866406
2:148564991-148580969:-	42.879546393024064	1.1487873118845497	0.3700896452736472	3.104078502480466	0.00190872678933318	0.03244835541866406
1:206558541-206602456:-	9.920373581420618	-4.317729224265528	1.3832522991990557	-3.1214328917187575	0.0017997326182289857	0.03244835541866406
6:24762562-24773856:+	10.71027107472706	3.003324302171238	0.9052666170405028	3.3176130055360975	0.0009079018083643674	0.03244835541866406
16:52132293-52144370:-	13.202208100725029	-2.0895083782286026	0.7276357355787164	-2.8716406796138694	0.004083469823969546	0.057849155839568574
9:39192407-39210563:-	16.970125005409244	1.594957712036573	0.5668523453549551	2.8137092932690124	0.004897349449559124	0.059467814744646505
12:117058947-117072107:+	12.921143050713736	-4.120453899654755	1.5393147970231928	-2.676810427355797	0.007432667638802289	0.07897209366227433
13:23857811-23868554:+	14.605888720913697	-1.455034480513138	0.588867654941525	-2.4709023637197802	0.013477260936151172	0.12604219157714763
nw_027522565.1:157936-188176:+	7.569501627133011	-3.8369235720183608	1.5747421267634172	-2.4365408829853474	0.01482849312672325	0.12604219157714763
5:120454752-120468094:-	23.824615681048627	1.0367457588709217	0.4759085192180493	2.17845597841864	0.02937210620987514	0.2269662752581261
10:62358454-62372988:-	42.391954410850374	0.9204253380943934	0.4513811467722509	2.0391311083243	0.041436944229264173	0.2709338661144196
4:141307998-141332204:-	32.62447755050079	-1.045935060783534	0.508180751207818	-2.058194959761087	0.03957142225759048	0.2709338661144196
4:55961329-55978331:-	48.62790859921784	0.9107391175116442	0.45380413949179726	2.0068990964506312	0.044760408089883415	0.2717596205457207
nw_027524086.1:155240-165985:-	3.5715336393046937	-2.575503039196747	1.4015877204231475	-1.8375610756772238	0.06612710892183013	0.37472028389037076
1:212390451-212422281:+	40.60881961416424	0.7476251399313547	0.41409874720335227	1.8054271957606696	0.07100785865694066	0.3772292491149973
11:4794617-4810418:+	25.190479257897096	0.7203423771529675	0.4270995398573236	1.6865913210620744	0.0916819619417803	0.4584098097089015
nw_027522939.1:65024-75341:+	111.84828779282361	0.5904337938676073	0.35699229867647564	1.6539118520388254	0.09814542415862608	0.46098368121279304
15:30627271-30641027:+	53.92869514588509	0.6294428397009801	0.386096137374902	1.6302748946949106	0.10304341109462432	0.46098368121279304
nw_027521401.1:188914-231118:+	21.877650815057365	0.8683407926896258	0.5557021607061313	1.5626010731832036	0.11814645572082035	0.5021224368134865
nw_027522124.1:17044-30578:+	21.741355756257448	0.7082729936429675	0.4712846980098589	1.5028559098860261	0.13287620467736616	0.5273286912517495
3:204686311-204697529:+	46.960661103756216	0.5653862632783868	0.3797064828539816	1.4890087180729266	0.13648507302986457	0.5273286912517495
4:207671619-207682595:-	46.51007723874491	0.8540011008398868	0.6706736955766547	1.2733481370632922	0.20289453226709797	0.5786613414347187
4:207685641-207696596:+	97.67878148027377	0.5750824645557452	0.43873078860283915	1.3107866589147412	0.18992985107833427	0.5786613414347187
2:58775089-58844639:+	95.61112716279423	0.36106835570222673	0.25780319448963335	1.400558113397411	0.16134625394431723	0.5786613414347187
4:55978152-55992912:+	28.438345269889112	-0.5847636488461097	0.4502600668932133	-1.2987242081692227	0.19403859315793115	0.5786613414347187
nw_027520961.1:213088-252449:+	10.256397736719146	-1.6784490639195437	1.2556873898181542	-1.3366774863946136	0.1813279338503082	0.5786613414347187
nw_027522720.1:1243967-1258778:+	13.691172955868467	0.7497883129483557	0.5700117488218899	1.3153909800947632	0.18837853537362992	0.5786613414347187
nw_027522803.1:40462-62439:-	12.504929449828099	0.8487986205883926	0.6647327882886297	1.2769019906083536	0.20163685128730757	0.5786613414347187
nw_027521300.1:158542-185085:+	5.26262252261038	-1.2753973802343643	1.004580214452531	-1.2695824204833868	0.20423341462401834	0.5786613414347187
13:16561388-16573783:-	12.951872294729478	0.8194612246572881	0.6579010401810101	1.2455691275876801	0.2129226222418974	0.5838200932439122
nw_027521300.1:175502-202680:-	72.92618336844554	-0.7837064384752571	0.6610670514563994	-1.1855173189295554	0.23581297120051936	0.6263782047513795
15:36743573-36758548:+	31.16487113256862	0.7054183157143159	0.6084070438415135	1.1594512635163923	0.24627229130747608	0.634337720034408
nw_027521991.1:211412-232231:+	31.350351701804275	0.8293561448200122	0.7375982096808654	1.1244009732329032	0.2608429593738205	0.6521073984345513
12:115554913-115565201:-	24.20334481270992	-0.4365756135189708	0.41324780658904137	-1.0564499231646933	0.2907627079057238	0.7061380049139006
nw_027523079.1:149553-166825:-	4.059691810729807	-1.1675507432125227	1.2179468526797042	-0.9586220783310037	0.33774916597480453	0.7177169776964596
nw_027521924.1:127825-148886:-	28.73701769748909	0.43446994342433176	0.44511085843755416	0.9760937869487737	0.32901798998192255	0.7177169776964596
nw_027522074.1:314058-334897:+	36.00407464455675	0.8123176122266288	0.8117200656977662	1.0007361485247368	0.3169543862066143	0.7177169776964596
nw_027521049.1:408451-430008:-	31.27643439223517	-0.45958040224409596	0.4665985770616035	-0.9849588593653578	0.32464427965399045	0.7177169776964596
nw_027520953.1:171013-213655:-	3.6735120129195646	1.080358055797281	1.1196263138444322	0.9649273533842583	0.3345811997447501	0.7177169776964596
nw_027522423.1:265564-291250:+	18.958868051920273	0.462081045563269	0.506900825425703	0.9115807715941404	0.3619894483212971	0.7325976930311965
2:229072106-229086940:+	32.13774557714897	0.6243775614525059	0.683266461171423	0.9138126879256516	0.3608152783267434	0.7325976930311965
nw_027523678.1:110955-123140:-	6.125527983976606	-0.6954429718238798	0.9313164442110056	-0.7467311203906063	0.4552258806074292	0.8157190495498402
nw_027523264.1:1018013-1041655:+	32.424147792247766	-0.600004554376638	0.7502476819846726	-0.7997419635998236	0.423860314527844	0.8157190495498402
14:10444193-10455607:-	103.915905043239	0.25884010775045757	0.35083111595568484	0.7377911934788387	0.46064134562814507	0.8157190495498402
13:23812570-23824536:-	6.207304899299239	0.6001814311318291	0.7709666341576925	0.7784791254780409	0.4362866080601475	0.8157190495498402
10:109735216-109756839:+	2.9178259238459154	0.9000532570931713	1.186161043256738	0.7587951587264864	0.4479751021519608	0.8157190495498402
