Transcript	Gene	log2fc	pvalue	FDR
XM_040282708.2	Abcc10	-1.8201880754888	1.9389632490577026e-122	2.9619394846543066e-120
XM_078019972.1	Abcc10	-1.8201880754888	1.9389632490577026e-122	2.9619394846543066e-120
XM_078020477.1	LOC106145546	-1.7152865678446165	9.971821470875857e-122	1.50980436765677e-119
XM_078020474.1	LOC106145546	-1.7163230199220474	2.392495650546029e-121	3.5906322881747373e-119
XM_078028779.1	Map4k4	-2.235447199209499	3.7178045287287114e-121	5.53112327669735e-119
XM_078025639.1	Pafah2	-2.33164992673925	1.44661124953283e-120	2.133626885194585e-118
XR_013426380.1;XR_013426373.1	LOC101963015	-0.7429597742450363	1.5168099270787174e-120	2.2180428241358782e-118
XR_013427635.1	LOC144367972	1.1034447815424366	1.877111084077336e-120	2.721651994701622e-118
XR_013433647.1	LOC144374165	-3.0447230750542413	3.56870774850969e-120	5.130842089853134e-118
XR_013426374.1	LOC101963015	-0.7412155610809258	5.880863123532375e-120	8.384640598376283e-118
XM_078020475.1	LOC106145546	-1.6952720398678516	1.0295509065444954e-119	1.4557509471132043e-117
XM_005322496.4	Fosl2	-2.9654856592565024	1.066823499951367e-119	1.4960887918580277e-117
XM_005328284.3;XM_021728448.3;XM_021728447.3;XM_040285250.2;XM_005328280.4;XM_005328279.4	Cadm1	-1.2083182386448097	1.7322057642224853e-119	2.4094559691123984e-117
XR_005727283.2	Eml4	-2.0325298324487906	2.1325584128561687e-119	2.9424146681900153e-117
XR_013439174.1	LOC144377902	-1.7724606359094095	5.160725824555033e-119	7.063588650584966e-117
XM_078049260.1	C5H15orf39	-1.4296388350698546	6.134593550888083e-119	8.329901671598746e-117
XM_005322121.5	Pcyox1	-1.911614307145941	1.9292906596186059e-118	2.599073535072026e-116
XM_021725868.3;XM_021725867.3;XM_005324532.5;XM_005324531.5;XM_040271061.2;XM_040271060.2;XM_040271059.2	Eml4	-2.0100835161079815	6.0578834887030415e-118	8.097213172517214e-116
XM_078020566.1	Mylip	-2.2801637173837497	9.560154065937605e-118	1.2679432241405154e-115
XM_078020472.1	LOC106145546	-1.6845296844376076	1.566894851236763e-117	2.062154154600752e-115
XM_078020473.1	LOC106145546	-1.6802064156882903	3.167183784792467e-117	4.136438730840788e-115
XR_013430639.1	LOC120887891	-1.9632820621634897	5.5115766562695196e-117	7.143754925160243e-115
XM_005329917.4	Eif2s2	-1.9738725895616835	8.70289103855581e-117	1.1195320509673035e-114
XM_078018813.1	Ezr	-1.9478391783374214	5.16806607746641e-116	6.598540486520359e-114
XR_013430637.1	LOC120887891	-1.9547362856172732	8.14698051234045e-116	1.032493996930613e-113
XM_078037957.1	Rbp4	1.083039996059431	1.1846839979381403e-115	1.4903498912296797e-113
XM_078019982.1	Slc22a7	-1.8677966432041555	1.6480956565216216e-115	2.0581947874035345e-113
XM_078014843.1	Arid2	-3.056613256383624	1.6674223661205132e-115	2.0672412508663668e-113
XR_013430638.1	LOC120887891	-1.9506934840201549	1.9335238810770358e-115	2.3799036029746047e-113
XM_078020476.1	LOC106145546	-1.6695049964622466	4.413369395015584e-115	5.393452641380117e-113
XM_078042994.1;XM_078042995.1;XM_078042996.1;XM_013365780.4	Aldh3a2	-1.4317242241496406	1.0781682409972898e-114	1.308253931576073e-112
XM_005331012.3	Tra2b	-0.9066949381641837	2.2603430803881643e-114	2.7233950536874013e-112
XM_078019981.1	Slc22a7	-1.8709069642035998	2.5322633903551196e-114	3.0296849192717303e-112
XM_078031281.1	Smim19	-2.574486686594012	1.2824489144902334e-113	1.5237096165287087e-111
XM_078017160.1	Sub1	-1.9707545895614962	1.38416612382678e-113	1.6332205663829227e-111
XM_078031280.1	Smim19	-2.7274454051763724	2.619326196003165e-113	3.0694556087272703e-111
XM_078019979.1	Slc22a7	-1.8590957104625276	2.5305847431140373e-112	2.9452907734651745e-110
XM_078042997.1	Aldh3a2	-1.407632867895312	2.587516216357085e-112	2.9912037125441464e-110
XM_078050117.1	Dcaf5	-2.884868172231391	2.7509208017631885e-111	3.158758657541369e-109
XM_013360274.4;XM_013360275.4	Gk	-1.9482964287316378	3.43014701900698e-111	3.9124256898793616e-109
XM_078021443.1	Cnot6l	-1.9690708115098272	6.372955418572175e-111	7.220853924261678e-109
XM_005316516.5	Terb2	-2.2560494320487545	7.19831148308697e-111	8.102362576587828e-109
XM_078050116.1;XM_078050114.1;XM_078050115.1;XM_078050112.1	Dcaf5	-2.907492973969015	1.2326418931079877e-110	1.3783836698813439e-108
XR_013426379.1;XR_013426377.1;XR_013426376.1;XR_013426381.1;XR_013426378.1;XR_013426372.1;XR_013426371.1	LOC101963015	-0.709832174216227	2.4786726340659045e-110	2.7537409153398417e-108
XM_005335808.5	Gm2a	-2.275758597444711	4.8012650663773215e-110	5.299667356170941e-108
XM_040272229.2;XM_021728997.3	Gk	-1.9198673149338197	6.385431734203894e-110	7.003099457724002e-108
XM_005333688.5	LOC101965270	3.548854291072536	7.496348021381548e-110	8.169109445720822e-108
XR_013426382.1	LOC101963015	-0.707852327279325	1.0593694230792196e-109	1.147136168320403e-107
XM_078015975.1	Slc25a30	-1.6713719073392375	1.554511232755155e-109	1.6727127472457828e-107
XM_078050118.1	Dcaf5	-2.8691444524419465	2.468642197844981e-109	2.639749960183111e-107
XM_078035007.1	Gk	-1.932437776544003	3.0729367864609623e-109	3.265520216121777e-107
XM_078015976.1	Slc25a30	-1.6699953972798365	3.77910413443336e-109	3.99115386642101e-107
XM_040272158.2	Gk	-1.922379357285943	4.132164336678522e-109	4.337251511425327e-107
XM_013366099.4	Aars1	-1.4083884021204045	6.793280679298512e-109	7.086965801348674e-107
XM_078029649.1	Lpin1	-1.2841969481613926	1.1660169828388915e-108	1.2090536096600359e-106
XM_078022708.1	Pm20d1	-2.0546118489604663	1.634576561984646e-108	1.6846970119876693e-106
XM_005321799.5	Psmd3	-1.611660338123203	2.0413263544014884e-108	2.0913205148176686e-106
XM_013360272.4	Gk	-1.9069094028344455	3.931443294748867e-108	3.98006291892653e-106
XM_021728998.3	Gk	-1.9069094028344455	3.931443294748867e-108	3.98006291892653e-106
XM_013360273.4	Gk	-1.8908740309913015	3.3142281282749833e-106	3.3354781792150995e-104
XM_078042386.1	Acaca	-1.891760308204515	3.3979450741102618e-105	3.3997334662545303e-103
XM_078049261.1	C5H15orf39	-1.3876685367608355	3.944054904682054e-105	3.9231881025700733e-103
XM_005325611.5	Selenop	0.8634970059796396	7.473000995422969e-105	7.390495608710495e-103
