long-eRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
14:10443785-10455607:-	83.30317382179017	-0.9975023327731931	0.6640498057157663	-1.5021498751859508	0.13305840660945126	0.19388510677377183
nw_027522565.1:259151-280474:+	1.0447341057887225	-2.6435270275767726	1.8276210596058657	-1.4464306009621384	0.14805646403058975	0.21270083564957964
nw_027522568.1:23713-63717:+	3.429569530570138	-1.5521106993226754	1.0814549776282458	-1.4352060246896559	0.15122839732722965	0.2142402295469087
nw_027522943.1:14073-40965:+	2.7737353453633453	1.621418426065001	1.1449653455656947	1.4161288220159227	0.1567377908473615	0.21900348858124485
nw_027523660.1:1693027-1752065:+	7.093790202132941	-1.4255034480717272	1.0223598021700933	-1.3943265815478159	0.1632190074618839	0.22497755082583995
15:36743608-36760746:+	20.017535658500716	-1.1516247874964314	0.8430687214783698	-1.3659915949401973	0.1719416015198565	0.23384057806700484
nw_027521170.1:384691-397021:-	33.23908371618359	-1.1542852006608195	0.8972187173268931	-1.2865148467921081	0.1982634407033922	0.2660904072598158
nw_027522423.1:265565-308518:+	13.824067370452491	-1.091142437609081	0.9325189836817158	-1.1701021177082074	0.2419598763652856	0.3205182777825861
11:4794727-4810455:+	17.40778283769798	-0.9317281032047461	0.8459149123605398	-1.1014442346272666	0.2707033623702312	0.35399670463799465
nw_027524451.1:34381-71436:-	2.682750961453357	1.157164541529968	1.1347814041219568	1.0197246247838636	0.30785907961233194	0.3925203265057232
7:12274889-12289097:-	5.670067055856002	-0.9182175903228686	0.8954909744140234	-1.0253789446886572	0.3051844190764701	0.3925203265057232
nw_027522274.1:395253-408286:+	2.9732194845420192	-1.0741587118577278	1.0761705128246433	-0.9981305927425618	0.31821603713052593	0.400716491201403
nw_027524123.1:108627-125386:-	7.741831502894485	-1.0593158661712165	1.1141098386241042	-0.9508181594369933	0.34169669255238166	0.4250373492724748
10:109735089-109748173:+	1.7109659636605237	-1.0720045458556127	1.2240458977598732	-0.8757878669562053	0.3811453671930579	0.46281937444871313
nw_027524982.1:409451-424450:-	8.927797136628357	-1.052028887665703	1.1903502297465813	-0.8837977776420255	0.3768053862856593	0.46281937444871313
nw_027523917.1:55784-78489:-	10.4809659178474	-0.8450861943269784	0.9921929842383456	-0.8517357084274354	0.394360796818789	0.4732329561825468
3:139702179-139765483:-	9.276403604554472	-0.7943807598003043	0.9652002166076086	-0.8230217380102921	0.4104956317928258	0.4868669121263748
nw_027520944.1:90891-133681:+	16.439614138539284	-0.7825718247987431	0.9794177539032062	-0.799017397509912	0.4242803241755019	0.4942677612699899
nw_027521325.1:299772-320341:+	1.4060596034540127	-1.073269652618977	1.3494806740283716	-0.7953205060841151	0.42642708815450103	0.4942677612699899
nw_027520953.1:252904-324184:-	5.136830358116501	0.7089368339867423	0.9386092971307982	0.7553055740592667	0.4500656549438755	0.515805582070509
nw_027520965.1:258588-302733:-	28.366631822054547	-0.676175783603604	0.9346274783482255	-0.7234709007257253	0.46939062557781075	0.5319760423215188
10:28954815-28967813:-	28.733399397160017	0.6883550657227759	1.0272759109724177	0.6700780757831458	0.5028080201890275	0.5635870116404484
6:199236517-199249582:+	3.000657130632723	0.7582022942848498	1.2218428305324327	0.6205399543527657	0.5349023578274038	0.5930439184608173
nw_027520962.1:858241-891945:-	2.691585799001318	0.5784223729703403	1.0611572468621395	0.5450863900526951	0.5856941027052773	0.6423741771606267
3:204686312-204699426:+	39.137141659805735	-0.38114019299882085	0.7185935968359956	-0.5303974244649559	0.5958364113477004	0.646055249223394
nw_027524096.1:71772-108194:+	2.596313161275703	0.5572637971217491	1.067695567454794	0.5219313576904434	0.6017181242766905	0.646055249223394
nw_027520962.1:288020-329575:-	24.770184245537255	-0.5171312550624724	1.1540501037448676	-0.44810121621617	0.6540801503456463	0.6877956220129476
nw_027522888.1:229435-271660:-	28.515051610060368	-0.4683146597266637	1.039071908864482	-0.4507047642529833	0.6522023481606124	0.6877956220129476
nw_027520953.1:171013-213656:-	3.2351084604956224	0.451016850018577	1.039457498919235	0.43389638391903185	0.6643636857677264	0.691480570901103
nw_027522831.1:25453-38893:+	6.040445665663554	0.37488636371330225	0.9034247785799356	0.41496134775335036	0.6781701988015698	0.6987208108864659
nw_027521300.1:157424-185483:+	1.6380805176776903	0.4066829681652545	1.2379226994925077	0.32852048704816234	0.7425181566501071	0.7573685197831093
nw_027520960.1:99901-134578:-	26.892687664857068	-0.25042966077625006	0.997661673038059	-0.2510166197060039	0.8018012598135212	0.8097398861483086
nw_027526179.1:359526-423661:+	1.8665673253903645	-0.042081942614950574	1.3260135072621808	-0.031735681714009936	0.9746828393162935	0.9746828393162935
